ObjectID,Classification,Park,City,Surface_Type,Width_ft,Summer_Use,Winter_Use,Plowed,Trail_Name,Length_ft,city_population
54155,PT,The Landing,Shakopee,Boardwalk,,Boardwalk,"Hike, Snowshoe, Dog (On-Leash), Cross-country Skate/Classic",False,,22.66,48190.0
54156,PT,The Landing,Shakopee,Dirt/Minimum Maintenance,,"Unpaved Hike, Dog (On-Leash)","Hike, Snowshoe, Dog (On-Leash), Cross-country Skate/Classic",False,,172.08,48190.0
54158,PT,The Landing,Shakopee,Boardwalk,,Boardwalk,"Hike, Snowshoe, Dog (On-Leash), Cross-country Skate/Classic",False,,32.23,48190.0
54159,RT,Not In Park,Prior Lake,Bituminous,,"Paved Hike, Bike, Dog (On-Leash)","Paved Hike, Bike, Dog (On-Leash)",True,Big Woods Regional Trail,976.76,28160.0
54160,RT,Not In Park,Prior Lake,Bituminous,,"Paved Hike, Bike, Dog (On-Leash)","Paved Hike, Bike, Dog (On-Leash)",True,Big Woods Regional Trail,450.65,28160.0
54161,RT,Not In Park,Prior Lake,Crosswalk,,"Paved Hike, Bike, Dog (On-Leash)","Paved Hike, Bike, Dog (On-Leash)",True,Big Woods Regional Trail,52.66,28160.0
54162,RT,Not In Park,Credit River Twp.,Crosswalk,,"Paved Hike, Bike, Dog (On-Leash)","Paved Hike, Bike, Dog (On-Leash)",False,Big Woods Regional Trail,193.4,
54163,RT,Not In Park,Shakopee,Bituminous,,"Paved Hike, Bike, Dog (On-Leash)","Paved Hike, Bike, Dog (On-Leash)",True,Big Woods Regional Trail,2416.32,48190.0
54164,RT,Not In Park,Shakopee,Crosswalk,,"Paved Hike, Bike, Dog (On-Leash)","Paved Hike, Bike, Dog (On-Leash)",True,Big Woods Regional Trail,57.52,48190.0
54165,RT,Not In Park,Shakopee,Crosswalk,,"Paved Hike, Bike, Dog (On-Leash)","Paved Hike, Bike, Dog (On-Leash)",True,Big Woods Regional Trail,137.11,48190.0
54166,RT,Not In Park,Shakopee,Crosswalk,,"Paved Hike, Bike, Dog (On-Leash)","Paved Hike, Bike, Dog (On-Leash)",True,Big Woods Regional Trail,63.04,48190.0
54167,RT,Not In Park,Shakopee,Crosswalk,,"Paved Hike, Bike, Dog (On-Leash)","Paved Hike, Bike, Dog (On-Leash)",True,Big Woods Regional Trail,47.21,48190.0
54168,RT,Not In Park,Shakopee,Crosswalk,,"Paved Hike, Bike, Dog (On-Leash)","Paved Hike, Bike, Dog (On-Leash)",True,Big Woods Regional Trail,206.22,48190.0
54170,PT,Elm Creek,Dayton,Mowed,,"Unpaved Hike, Horse, Dog (On-Leash)",,False,,1397.0,11065.0
54171,PT,Elm Creek,Dayton,Mowed,,"Unpaved Hike, Horse, Dog (On-Leash)",Snowmobile,False,,22.71,11065.0
54572,PT,Elm Creek,Maple Grove,Bituminous,10.0,"Paved Hike, Bike, Dog (On-Leash)","Paved Hike, Bike, Dog (On-Leash)",True,,3.54,71618.0
54574,PT,Murphy-Hanrehan,Credit River Twp.,Dirt/Minimum Maintenance,10.0,"Unpaved Hike, Horse, Dog (On-Leash)",Cross-country Skate/Classic,False,,1066.13,
54575,PT,Murphy-Hanrehan,Credit River Twp.,Mowed,14.0,No Access / Winter Only,Cross-country Skate/Classic,False,,297.56,
54576,PT,Murphy-Hanrehan,Credit River Twp.,Mowed,,"Unpaved Hike, Horse, Dog (On-Leash)",Cross-country Skate/Classic,False,,1295.61,
54977,RT,Cleary,Credit River Twp.,Bituminous,10.0,"Paved Hike, Bike, Dog (On-Leash)","Paved Hike, Bike, Dog (On-Leash)",True,Big Woods Regional Trail,157.38,
54978,PT,Cleary,Credit River Twp.,Bituminous,10.0,"Paved Hike, Bike, Dog (On-Leash)","Paved Hike, Bike, Dog (On-Leash)",True,,586.91,
54979,PT,Cleary,Credit River Twp.,Snow Only,16.0,,"Hike, Snowshoe, Dog (On-Leash), Dog sled, Skijor, Cross-country Skate/Classic",False,,788.21,
54980,PT,Cleary,Credit River Twp.,Snow Only,16.0,,"Hike, Snowshoe, Dog (On-Leash), Dog sled, Skijor, Cross-country Skate/Classic",False,,196.48,
54981,PT,The Landing,Shakopee,Mowed,,"Unpaved Hike, Dog (On-Leash)","Hike, Snowshoe, Dog (On-Leash)",False,,47.27,48190.0
54982,PT,The Landing,Shakopee,Mowed,,"Unpaved Hike, Dog (On-Leash)","Hike, Snowshoe, Dog (On-Leash)",False,,26.52,48190.0
54983,PT,The Landing,Shakopee,Mowed,,"Unpaved Hike, Dog (On-Leash)","Hike, Snowshoe, Dog (On-Leash)",False,,99.57,48190.0
54984,PT,The Landing,Shakopee,Mowed,,"Unpaved Hike, Dog (On-Leash)","Hike, Snowshoe, Dog (On-Leash)",False,,4.07,48190.0
54985,PT,The Landing,Shakopee,Mowed,,"Unpaved Hike, Dog (On-Leash)","Hike, Snowshoe, Dog (On-Leash)",False,,34.37,48190.0
54986,PT,The Landing,Shakopee,Mowed,,"Unpaved Hike, Dog (On-Leash)","Hike, Snowshoe, Dog (On-Leash)",False,,38.51,48190.0
54987,PT,The Landing,Shakopee,Mowed,,"Unpaved Hike, Dog (On-Leash)","Hike, Snowshoe, Dog (On-Leash)",False,,91.61,48190.0
54988,PT,The Landing,Shakopee,Mowed,,"Unpaved Hike, Dog (On-Leash)","Hike, Snowshoe, Dog (On-Leash)",False,,46.9,48190.0
54989,PT,The Landing,Shakopee,Mowed,,"Unpaved Hike, Dog (On-Leash)","Hike, Snowshoe, Dog (On-Leash)",False,,57.81,48190.0
54990,PT,The Landing,Shakopee,Mowed,,"Unpaved Hike, Dog (On-Leash)","Hike, Snowshoe, Dog (On-Leash)",False,,69.38,48190.0
54991,PT,The Landing,Shakopee,Mowed,,"Unpaved Hike, Dog (On-Leash)","Hike, Snowshoe, Dog (On-Leash)",False,,147.3,48190.0
54992,PT,The Landing,Shakopee,Mowed,,"Unpaved Hike, Dog (On-Leash)","Hike, Snowshoe, Dog (On-Leash)",False,,42.78,48190.0
54993,PT,The Landing,Shakopee,Mowed,,"Unpaved Hike, Dog (On-Leash)","Hike, Snowshoe, Dog (On-Leash)",False,,129.98,48190.0
54994,PT,The Landing,Shakopee,Mowed,,"Unpaved Hike, Dog (On-Leash)","Hike, Snowshoe, Dog (On-Leash)",False,,87.53,48190.0
54995,PT,The Landing,Shakopee,Mowed,,"Unpaved Hike, Dog (On-Leash)","Hike, Snowshoe, Dog (On-Leash)",False,,30.97,48190.0
54996,PT,The Landing,Shakopee,Mowed,,"Unpaved Hike, Dog (On-Leash)","Hike, Snowshoe, Dog (On-Leash)",False,,117.32,48190.0
54997,PT,The Landing,Shakopee,Mowed,,"Unpaved Hike, Dog (On-Leash)","Hike, Snowshoe, Dog (On-Leash)",False,,335.1,48190.0
54998,PT,The Landing,Shakopee,Mowed,,"Unpaved Hike, Dog (On-Leash)","Hike, Snowshoe, Dog (On-Leash)",False,,14.41,48190.0
54999,PT,The Landing,Shakopee,Mowed,,"Unpaved Hike, Dog (On-Leash)","Hike, Snowshoe, Dog (On-Leash)",False,,13.58,48190.0
55000,PT,The Landing,Shakopee,Mowed,,"Unpaved Hike, Dog (On-Leash)","Hike, Snowshoe, Dog (On-Leash)",False,,70.26,48190.0
55001,PT,The Landing,Shakopee,Mowed,,"Unpaved Hike, Dog (On-Leash)","Hike, Snowshoe, Dog (On-Leash)",False,,22.26,48190.0
55004,PT,The Landing,Shakopee,Mowed,,"Unpaved Hike, Dog (On-Leash)","Hike, Snowshoe, Dog (On-Leash)",False,,113.43,48190.0
55005,PT,Carver,Laketown Twp.,Dirt/Minimum Maintenance,,,"Hike, Mtn Bike: More Difficult",False,,604.93,
55007,PT,French,Plymouth,Concrete,,"Paved Hike, Bike, Dog (On-Leash)","Paved Hike, Bike, Dog (On-Leash)",True,,229.86,76546.0
55011,PT,French,Plymouth,Concrete,,"Paved Hike, Bike, Dog (On-Leash)","Paved Hike, Bike, Dog (On-Leash)",True,,855.12,76546.0
55407,PT,Carver,Laketown Twp.,Bituminous,,"Paved Hike, Bike, Dog (On-Leash)","Paved Hike, Bike, Dog (On-Leash)",True,,73.4,
55408,PT,Carver,Laketown Twp.,Bituminous,,"Paved Hike, Bike, Dog (On-Leash)","Paved Hike, Bike, Dog (On-Leash)",True,,143.76,
55409,PT,Elm Creek,Dayton,Gravel,,Unpaved Hike,"Hike, Snowshoe",False,,111.41,11065.0
55410,PT,Elm Creek,Dayton,Gravel,,,,False,,180.19,11065.0
55412,RT,Elm Creek,Maple Grove,Bituminous,10.0,"Paved Hike, Bike, Dog (On-Leash)","Cross-country Skate/Classic, Lit, Snowmaking",False,Rush Creek Regional Trail,75.16,71618.0
55413,PT,Hyland,Bloomington,Bituminous,10.0,"Paved Hike, Bike, Dog (On-Leash)","Paved Hike, Bike, Dog (On-Leash)",True,,65.1,86580.0
55416,PT,Hyland,Bloomington,Bituminous,10.0,"Paved Hike, Bike, Dog (On-Leash)",,False,,140.61,86580.0
55418,PT,Crow-Hassan,Rogers,Dirt/Minimum Maintenance,,"Unpaved Hike, Dog (Off-Leash)","Hike, Dog (Off-Leash)",False,,817.75,13714.0
55419,PT,Crow-Hassan,Rogers,Mowed,,"Unpaved Hike, Dog (Off-Leash)","Hike, Dog (Off-Leash)",False,,1526.52,13714.0
55420,PT,Crow-Hassan,Rogers,Boardwalk,,"Unpaved Hike, Dog (Off-Leash)","Hike, Dog (Off-Leash)",False,,15.88,13714.0
55428,PT,Crow-Hassan,Rogers,Mowed,,"Unpaved Hike, Dog (Off-Leash)","Hike, Dog (Off-Leash)",False,,1983.58,13714.0
55430,PT,Crow-Hassan,Rogers,Mowed,,"Unpaved Hike, Dog (Off-Leash)","Hike, Dog (Off-Leash)",False,,2045.15,13714.0
55431,PT,Crow-Hassan,Rogers,Mowed,,"Unpaved Hike, Dog (Off-Leash)","Hike, Dog (Off-Leash)",False,,1640.03,13714.0
55432,PT,Crow-Hassan,Rogers,Mowed,,"Unpaved Hike, Dog (Off-Leash)","Hike, Dog (Off-Leash)",False,,252.76,13714.0
55433,PT,Crow-Hassan,Rogers,Mowed,,"Unpaved Hike, Dog (Off-Leash)","Hike, Dog (Off-Leash)",False,,739.65,13714.0
55434,PT,Crow-Hassan,Rogers,Dirt/Minimum Maintenance,,"Unpaved Hike, Dog (Off-Leash)","Hike, Dog (Off-Leash)",False,,15.82,13714.0
55435,PT,Not In Park,Rogers,Stairs,,"Unpaved Hike, Dog (Off-Leash)","Hike, Dog (Off-Leash)",False,,18.03,13714.0
55436,PT,Crow-Hassan,Rogers,Mowed,,"Unpaved Hike, Dog (Off-Leash)","Hike, Dog (Off-Leash)",False,,435.79,13714.0
55440,PT,Crow-Hassan,Rogers,Dirt/Minimum Maintenance,,"Unpaved Hike, Dog (Off-Leash)","Hike, Dog (Off-Leash)",False,,90.08,13714.0
55441,PT,Crow-Hassan,Rogers,Mowed,,"Unpaved Hike, Dog (Off-Leash)","Hike, Dog (Off-Leash)",False,,983.93,13714.0
55444,PT,Crow-Hassan,Rogers,Mowed,,"Unpaved Hike, Dog (Off-Leash)","Hike, Dog (Off-Leash)",False,,317.35,13714.0
55445,PT,Crow-Hassan,Rogers,Mowed,,"Unpaved Hike, Dog (Off-Leash)","Hike, Dog (Off-Leash)",False,,16.97,13714.0
55447,PT,Crow-Hassan,Rogers,Dirt/Minimum Maintenance,,"Unpaved Hike, Dog (Off-Leash)","Hike, Dog (Off-Leash)",False,,527.64,13714.0
55448,PT,Crow-Hassan,Rogers,Mowed,,"Unpaved Hike, Dog (Off-Leash)","Hike, Dog (Off-Leash)",False,,737.48,13714.0
55449,PT,Crow-Hassan,Rogers,Mowed,,"Unpaved Hike, Dog (Off-Leash)","Hike, Dog (Off-Leash)",False,,1356.38,13714.0
55453,PT,Sochacki,Robbinsdale,Bituminous,,"Paved Hike, Bike, Dog (On-Leash)","Paved Hike, Bike, Dog (On-Leash)",True,,264.49,13764.0
55454,PT,Sochacki,Golden Valley,Dirt/Minimum Maintenance,,"Unpaved Hike, Dog (On-Leash)","Hike, Snowshoe, Dog (On-Leash)",False,,362.49,20789.0
55457,PT,Sochacki,Golden Valley,Dock/Pier,,Boardwalk,Boardwalk,False,,242.94,20789.0
55459,PT,Sochacki,Golden Valley,Bridge,,Boardwalk,Boardwalk,False,,50.61,20789.0
55460,PT,Sochacki,Golden Valley,Bituminous,,"Paved Hike, Bike, Dog (On-Leash)","Paved Hike, Bike, Dog (On-Leash)",True,,11.6,20789.0
55464,PT,Elm Creek,Champlin,Dirt/Minimum Maintenance,,"Hike, Mtn Bike: Most Difficult","Hike, Mtn Bike: Most Difficult",False,,29.21,22523.0
55465,PT,Elm Creek,Champlin,Gravel,2.0,"Hike, Mtn Bike: More Difficult","Hike, Mtn Bike: More Difficult",False,,88.83,22523.0
55466,PT,Elm Creek,Champlin,Gravel,,"Hike, Mtn Bike: More Difficult","Hike, Mtn Bike: More Difficult",False,,17.17,22523.0
55467,PT,Elm Creek,Champlin,Bituminous,,"Paved Hike, Bike, Dog (On-Leash)",,False,,534.08,22523.0
55468,PT,Elm Creek,Dayton,Dirt/Minimum Maintenance,,"Unpaved Hike, Dog (On-Leash)","Hike, Snowshoe, Dog (On-Leash)",False,Sumac Trail,674.44,11065.0
55864,PT,Baker,Medina,Mowed,,"Unpaved Hike, Horse, Dog (On-Leash)",,False,,390.74,7102.0
56264,PT,Cleary,Credit River Twp.,Gravel,,"Unpaved Hike, Dog (On-Leash)",,False,,427.15,
56265,PT,Cleary,Credit River Twp.,Mowed,12.0,"Unpaved Hike, Dog (On-Leash)","Cross-country Skate/Classic, Lit",False,,295.11,
56266,RT,Not In Park,Brooklyn Center,Concrete,10.0,"Paved Hike, Bike, Dog (On-Leash)","Paved Hike, Bike, Dog (On-Leash)",True,Twin Lakes Regional Trail,24.84,31032.0
56267,RT,Not In Park,Brooklyn Center,Concrete,,"Paved Hike, Bike, Dog (On-Leash)","Paved Hike, Bike, Dog (On-Leash)",True,Twin Lakes Regional Trail,26.45,31032.0
56268,RT,Not In Park,Brooklyn Center,Concrete,,"Paved Hike, Bike, Dog (On-Leash)","Paved Hike, Bike, Dog (On-Leash)",True,Twin Lakes Regional Trail,15.12,31032.0
56269,RT,Not In Park,Brooklyn Center,Crosswalk,,"Paved Hike, Bike, Dog (On-Leash)","Paved Hike, Bike, Dog (On-Leash)",True,Twin Lakes Regional Trail,23.69,31032.0
56270,RT,Not In Park,Brooklyn Center,Concrete,,"Paved Hike, Bike, Dog (On-Leash)","Paved Hike, Bike, Dog (On-Leash)",True,Twin Lakes Regional Trail,38.34,31032.0
56271,RT,Not In Park,Brooklyn Center,Crosswalk,,"Paved Hike, Bike, Dog (On-Leash)","Paved Hike, Bike, Dog (On-Leash)",True,Twin Lakes Regional Trail,19.3,31032.0
56272,RT,Not In Park,Brooklyn Center,Concrete,,"Paved Hike, Bike, Dog (On-Leash)","Paved Hike, Bike, Dog (On-Leash)",True,Twin Lakes Regional Trail,119.03,31032.0
56273,RT,Not In Park,Brooklyn Center,Concrete,,"Paved Hike, Bike, Dog (On-Leash)","Paved Hike, Bike, Dog (On-Leash)",True,Twin Lakes Regional Trail,480.99,31032.0
56274,RT,Not In Park,Brooklyn Center,Concrete,,"Paved Hike, Bike, Dog (On-Leash)","Paved Hike, Bike, Dog (On-Leash)",True,Twin Lakes Regional Trail,53.79,31032.0
56275,RT,Not In Park,Brooklyn Center,Crosswalk,,"Paved Hike, Bike, Dog (On-Leash)","Paved Hike, Bike, Dog (On-Leash)",True,Twin Lakes Regional Trail,42.98,31032.0
56276,RT,Not In Park,Brooklyn Center,Concrete,,"Paved Hike, Bike, Dog (On-Leash)","Paved Hike, Bike, Dog (On-Leash)",True,Twin Lakes Regional Trail,413.62,31032.0
56277,RT,Not In Park,Brooklyn Center,Crosswalk,,"Paved Hike, Bike, Dog (On-Leash)","Paved Hike, Bike, Dog (On-Leash)",True,Twin Lakes Regional Trail,43.27,31032.0
56278,RT,Not In Park,Brooklyn Center,Crosswalk,,"Paved Hike, Bike, Dog (On-Leash)","Paved Hike, Bike, Dog (On-Leash)",True,Twin Lakes Regional Trail,56.51,31032.0
56279,RT,Not In Park,Brooklyn Center,Concrete,,"Paved Hike, Bike, Dog (On-Leash)","Paved Hike, Bike, Dog (On-Leash)",True,Twin Lakes Regional Trail,21.14,31032.0
56280,RT,Not In Park,Brooklyn Center,Bituminous,,"Paved Hike, Bike, Dog (On-Leash)","Paved Hike, Bike, Dog (On-Leash)",True,Twin Lakes Regional Trail,253.35,31032.0
56281,RT,Not In Park,Brooklyn Center,Concrete,,"Paved Hike, Bike, Dog (On-Leash)","Paved Hike, Bike, Dog (On-Leash)",True,Twin Lakes Regional Trail,13.11,31032.0
56282,RT,Not In Park,Brooklyn Center,Crosswalk,,"Paved Hike, Bike, Dog (On-Leash)","Paved Hike, Bike, Dog (On-Leash)",True,Twin Lakes Regional Trail,35.24,31032.0
56283,RT,Not In Park,Brooklyn Center,Concrete,,"Paved Hike, Bike, Dog (On-Leash)","Paved Hike, Bike, Dog (On-Leash)",True,Twin Lakes Regional Trail,8.72,31032.0
56284,RT,Not In Park,Brooklyn Center,Bituminous,,"Paved Hike, Bike, Dog (On-Leash)","Paved Hike, Bike, Dog (On-Leash)",True,Twin Lakes Regional Trail,270.79,31032.0
56285,RT,Not In Park,Brooklyn Center,Concrete,,"Paved Hike, Bike, Dog (On-Leash)","Paved Hike, Bike, Dog (On-Leash)",True,Twin Lakes Regional Trail,9.74,31032.0
56286,RT,Not In Park,Brooklyn Center,Crosswalk,,"Paved Hike, Bike, Dog (On-Leash)","Paved Hike, Bike, Dog (On-Leash)",True,Twin Lakes Regional Trail,45.08,31032.0
56287,RT,Not In Park,Brooklyn Center,Concrete,,"Paved Hike, Bike, Dog (On-Leash)","Paved Hike, Bike, Dog (On-Leash)",True,Twin Lakes Regional Trail,11.57,31032.0
56288,RT,Not In Park,Brooklyn Center,Bituminous,,"Paved Hike, Bike, Dog (On-Leash)","Paved Hike, Bike, Dog (On-Leash)",True,Twin Lakes Regional Trail,47.06,31032.0
56289,RT,Not In Park,Brooklyn Center,Concrete,,"Paved Hike, Bike, Dog (On-Leash)","Paved Hike, Bike, Dog (On-Leash)",True,Twin Lakes Regional Trail,10.33,31032.0
56290,RT,Not In Park,Brooklyn Center,Crosswalk,,"Paved Hike, Bike, Dog (On-Leash)","Paved Hike, Bike, Dog (On-Leash)",True,Twin Lakes Regional Trail,32.35,31032.0
56291,RT,Not In Park,Brooklyn Center,Concrete,,"Paved Hike, Bike, Dog (On-Leash)","Paved Hike, Bike, Dog (On-Leash)",True,Twin Lakes Regional Trail,61.78,31032.0
56292,RT,Not In Park,Brooklyn Center,Bridge,,"Paved Hike, Bike, Dog (On-Leash)","Paved Hike, Bike, Dog (On-Leash)",True,Twin Lakes Regional Trail,247.59,31032.0
56293,RT,Not In Park,Brooklyn Center,Bituminous,,"Paved Hike, Bike, Dog (On-Leash)","Paved Hike, Bike, Dog (On-Leash)",True,Twin Lakes Regional Trail,206.46,31032.0
56295,RT,Not In Park,Brooklyn Center,Bituminous,,"Paved Hike, Bike, Dog (On-Leash)","Paved Hike, Bike, Dog (On-Leash)",True,Twin Lakes Regional Trail,9.09,31032.0
56296,RT,Not In Park,Brooklyn Center,Crosswalk,,"Paved Hike, Bike, Dog (On-Leash)","Paved Hike, Bike, Dog (On-Leash)",True,Twin Lakes Regional Trail,86.54,31032.0
56297,RT,Not In Park,Brooklyn Center,Concrete,,"Paved Hike, Bike, Dog (On-Leash)","Paved Hike, Bike, Dog (On-Leash)",True,Twin Lakes Regional Trail,10.87,31032.0
56298,RT,Not In Park,Brooklyn Center,Bituminous,,"Paved Hike, Bike, Dog (On-Leash)","Paved Hike, Bike, Dog (On-Leash)",True,Twin Lakes Regional Trail,266.14,31032.0
56299,RT,Not In Park,Brooklyn Center,Concrete,,"Paved Hike, Bike, Dog (On-Leash)","Paved Hike, Bike, Dog (On-Leash)",True,Twin Lakes Regional Trail,14.6,31032.0
56300,RT,Not In Park,Brooklyn Center,Crosswalk,,"Paved Hike, Bike, Dog (On-Leash)","Paved Hike, Bike, Dog (On-Leash)",True,Twin Lakes Regional Trail,40.49,31032.0
56301,RT,Not In Park,Brooklyn Center,Concrete,,"Paved Hike, Bike, Dog (On-Leash)","Paved Hike, Bike, Dog (On-Leash)",True,Twin Lakes Regional Trail,12.59,31032.0
56302,RT,Not In Park,Brooklyn Center,Bituminous,,"Paved Hike, Bike, Dog (On-Leash)","Paved Hike, Bike, Dog (On-Leash)",True,Twin Lakes Regional Trail,267.54,31032.0
56303,RT,Not In Park,Brooklyn Center,Concrete,,"Paved Hike, Bike, Dog (On-Leash)","Paved Hike, Bike, Dog (On-Leash)",True,Twin Lakes Regional Trail,11.09,31032.0
56304,RT,Not In Park,Brooklyn Center,Crosswalk,,"Paved Hike, Bike, Dog (On-Leash)","Paved Hike, Bike, Dog (On-Leash)",True,Twin Lakes Regional Trail,33.46,31032.0
56305,RT,Not In Park,Brooklyn Center,Concrete,,"Paved Hike, Bike, Dog (On-Leash)","Paved Hike, Bike, Dog (On-Leash)",True,Twin Lakes Regional Trail,16.91,31032.0
56306,RT,Not In Park,Brooklyn Center,Bituminous,,"Paved Hike, Bike, Dog (On-Leash)","Paved Hike, Bike, Dog (On-Leash)",True,Twin Lakes Regional Trail,267.48,31032.0
56307,RT,Not In Park,Brooklyn Center,Concrete,,"Paved Hike, Bike, Dog (On-Leash)","Paved Hike, Bike, Dog (On-Leash)",True,Twin Lakes Regional Trail,15.64,31032.0
56308,RT,Not In Park,Brooklyn Center,Crosswalk,,"Paved Hike, Bike, Dog (On-Leash)","Paved Hike, Bike, Dog (On-Leash)",True,Twin Lakes Regional Trail,31.95,31032.0
56309,RT,Not In Park,Brooklyn Center,Concrete,,"Paved Hike, Bike, Dog (On-Leash)","Paved Hike, Bike, Dog (On-Leash)",True,Twin Lakes Regional Trail,14.33,31032.0
56310,RT,Not In Park,Brooklyn Center,Bituminous,,"Paved Hike, Bike, Dog (On-Leash)","Paved Hike, Bike, Dog (On-Leash)",True,Twin Lakes Regional Trail,274.31,31032.0
56311,RT,Not In Park,Brooklyn Center,Concrete,,"Paved Hike, Bike, Dog (On-Leash)","Paved Hike, Bike, Dog (On-Leash)",True,Twin Lakes Regional Trail,8.28,31032.0
56312,RT,Not In Park,Brooklyn Center,Crosswalk,,"Paved Hike, Bike, Dog (On-Leash)","Paved Hike, Bike, Dog (On-Leash)",True,Twin Lakes Regional Trail,41.31,31032.0
56313,RT,Not In Park,Brooklyn Center,Concrete,,"Paved Hike, Bike, Dog (On-Leash)","Paved Hike, Bike, Dog (On-Leash)",True,Twin Lakes Regional Trail,12.5,31032.0
56314,RT,Not In Park,Brooklyn Center,Bituminous,,"Paved Hike, Bike, Dog (On-Leash)","Paved Hike, Bike, Dog (On-Leash)",True,Twin Lakes Regional Trail,265.77,31032.0
56315,RT,Not In Park,Brooklyn Center,Concrete,,"Paved Hike, Bike, Dog (On-Leash)","Paved Hike, Bike, Dog (On-Leash)",True,Twin Lakes Regional Trail,12.22,31032.0
56316,RT,Not In Park,Brooklyn Center,Crosswalk,,"Paved Hike, Bike, Dog (On-Leash)","Paved Hike, Bike, Dog (On-Leash)",True,Twin Lakes Regional Trail,36.1,31032.0
56317,RT,Not In Park,Brooklyn Center,Concrete,,"Paved Hike, Bike, Dog (On-Leash)","Paved Hike, Bike, Dog (On-Leash)",True,Twin Lakes Regional Trail,13.2,31032.0
56318,RT,Not In Park,Brooklyn Center,Bituminous,,"Paved Hike, Bike, Dog (On-Leash)","Paved Hike, Bike, Dog (On-Leash)",True,Twin Lakes Regional Trail,269.06,31032.0
56319,RT,Not In Park,Brooklyn Center,Concrete,,"Paved Hike, Bike, Dog (On-Leash)","Paved Hike, Bike, Dog (On-Leash)",True,Twin Lakes Regional Trail,11.57,31032.0
56320,RT,Not In Park,Brooklyn Center,Crosswalk,,"Paved Hike, Bike, Dog (On-Leash)","Paved Hike, Bike, Dog (On-Leash)",True,Twin Lakes Regional Trail,38.15,31032.0
56321,RT,Not In Park,Brooklyn Center,Concrete,,"Paved Hike, Bike, Dog (On-Leash)","Paved Hike, Bike, Dog (On-Leash)",True,Twin Lakes Regional Trail,14.06,31032.0
56322,RT,Not In Park,Brooklyn Center,Bituminous,,"Paved Hike, Bike, Dog (On-Leash)","Paved Hike, Bike, Dog (On-Leash)",True,Twin Lakes Regional Trail,267.99,31032.0
56323,RT,Not In Park,Brooklyn Center,Concrete,,"Paved Hike, Bike, Dog (On-Leash)","Paved Hike, Bike, Dog (On-Leash)",True,Twin Lakes Regional Trail,14.98,31032.0
56324,RT,Not In Park,Brooklyn Center,Crosswalk,,"Paved Hike, Bike, Dog (On-Leash)","Paved Hike, Bike, Dog (On-Leash)",True,Twin Lakes Regional Trail,33.64,31032.0
56325,RT,Not In Park,Brooklyn Center,Concrete,,"Paved Hike, Bike, Dog (On-Leash)","Paved Hike, Bike, Dog (On-Leash)",True,Twin Lakes Regional Trail,15.56,31032.0
56326,RT,Not In Park,Brooklyn Center,Bituminous,,"Paved Hike, Bike, Dog (On-Leash)","Paved Hike, Bike, Dog (On-Leash)",True,Twin Lakes Regional Trail,263.49,31032.0
56327,RT,Not In Park,Brooklyn Center,Concrete,,"Paved Hike, Bike, Dog (On-Leash)","Paved Hike, Bike, Dog (On-Leash)",True,Twin Lakes Regional Trail,12.68,31032.0
56328,RT,Not In Park,Brooklyn Center,Crosswalk,,"Paved Hike, Bike, Dog (On-Leash)","Paved Hike, Bike, Dog (On-Leash)",True,Twin Lakes Regional Trail,42.28,31032.0
56329,RT,Not In Park,Brooklyn Center,Concrete,,"Paved Hike, Bike, Dog (On-Leash)","Paved Hike, Bike, Dog (On-Leash)",True,Twin Lakes Regional Trail,15.18,31032.0
56330,RT,Not In Park,Brooklyn Center,Bituminous,,"Paved Hike, Bike, Dog (On-Leash)","Paved Hike, Bike, Dog (On-Leash)",True,Twin Lakes Regional Trail,261.95,31032.0
56331,RT,Not In Park,Brooklyn Center,Concrete,,"Paved Hike, Bike, Dog (On-Leash)","Paved Hike, Bike, Dog (On-Leash)",True,Twin Lakes Regional Trail,12.86,31032.0
56332,RT,Not In Park,Brooklyn Center,Crosswalk,,"Paved Hike, Bike, Dog (On-Leash)","Paved Hike, Bike, Dog (On-Leash)",True,Twin Lakes Regional Trail,34.41,31032.0
56333,RT,Not In Park,Brooklyn Center,Concrete,,"Paved Hike, Bike, Dog (On-Leash)","Paved Hike, Bike, Dog (On-Leash)",True,Twin Lakes Regional Trail,18.06,31032.0
56334,RT,Not In Park,Brooklyn Center,Concrete,10.0,"Paved Hike, Bike, Dog (On-Leash)","Paved Hike, Bike, Dog (On-Leash)",True,Twin Lakes Regional Trail,796.84,31032.0
56335,RT,Not In Park,Brooklyn Center,Crosswalk,10.0,"Paved Hike, Bike, Dog (On-Leash)","Paved Hike, Bike, Dog (On-Leash)",True,Twin Lakes Regional Trail,63.96,31032.0
56336,RT,Not In Park,Brooklyn Center,Concrete,10.0,"Paved Hike, Bike, Dog (On-Leash)","Paved Hike, Bike, Dog (On-Leash)",True,Twin Lakes Regional Trail,16.56,31032.0
56338,RT,Not In Park,Edina,Bridge,10.0,Boardwalk,Boardwalk,True,Nine Mile Creek Regional Trail,3602.27,53342.0
56339,RT,Not In Park,Edina,Bridge,10.0,Boardwalk,Boardwalk,True,Nine Mile Creek Regional Trail,1053.72,53342.0
56340,RT,Not In Park,Edina,Bituminous,10.0,"Paved Hike, Bike, Dog (On-Leash)","Paved Hike, Bike, Dog (On-Leash)",True,Nine Mile Creek Regional Trail,788.43,53342.0
