ObjectID,Classification,Park,City,Surface_Type,Width_ft,Summer_Use,Winter_Use,Plowed,Trail_Name,Length_ft,city_population
3006,RT,Not In Park,St. Louis Park,Bituminous,10.0,"Paved Hike, Bike, Dog (On-Leash)","Paved Hike, Bike, Dog (On-Leash)",True,North Cedar Lake Regional Trail,1968.45,49587.0
3008,RT,Not In Park,Victoria,Crosswalk,0.0,"Aggregate Hike, Bike, Dog (On-Leash)","Aggregate Hike, Bike, Dog (On-Leash)",True,Lake Minnetonka Regional Trail,41.48,11768.0
3009,RT,Not In Park,Orono,Crosswalk,0.0,"Paved Hike, Bike, Dog (On-Leash)","Paved Hike, Bike, Dog (On-Leash)",True,Dakota Rail Regional Trail,19.72,8055.0
3010,RT,Not In Park,Minnetonka,Bituminous,10.0,"Aggregate Hike, Bike, Dog (On-Leash)","Aggregate Hike, Bike, Dog (On-Leash)",True,Lake Minnetonka Regional Trail,260.02,51923.0
3011,RT,Not In Park,Brooklyn Park,Crosswalk,0.0,"Paved Hike, Bike, Dog (On-Leash)","Paved Hike, Bike, Dog (On-Leash)",True,Rush Creek Regional Trail,58.21,80619.0
3012,RT,Not In Park,Orono,Bituminous,10.0,"Paved Hike, Bike, Dog (On-Leash)","Paved Hike, Bike, Dog (On-Leash)",False,Lake Independence Regional Trail,371.05,8055.0
3014,RT,Not In Park,Eden Prairie,Gravel,12.0,"Aggregate Hike, Bike, Dog (On-Leash)","Aggregate Hike, Bike, Dog (On-Leash)",True,MN River Bluffs Regional Trail,3074.42,61496.0
3015,RT,Not In Park,Mound,Bituminous,10.0,"Paved Hike, Bike, Dog (On-Leash)","Paved Hike, Bike, Dog (On-Leash)",True,Dakota Rail Regional Trail,1766.92,8737.0
3016,RT,Not In Park,Brooklyn Park,Crosswalk,0.0,"Paved Hike, Bike, Dog (On-Leash)","Paved Hike, Bike, Dog (On-Leash)",True,Shingle Creek Regional Trail,42.99,80619.0
3017,RT,Not In Park,Brooklyn Center,Bituminous,10.0,"Paved Hike, Bike, Dog (On-Leash)","Paved Hike, Bike, Dog (On-Leash)",True,Twin Lakes Regional Trail,110.98,31032.0
3018,RT,Not In Park,St. Bonifacius,Crosswalk,0.0,"Paved Hike, Bike, Dog (On-Leash)","Paved Hike, Bike, Dog (On-Leash)",False,Dakota Rail Regional Trail,27.08,2117.0
3019,RT,Not In Park,Plymouth,Bituminous,10.0,"Paved Hike, Bike, Dog (On-Leash)","Paved Hike, Bike, Dog (On-Leash)",True,Bassett Creek Regional Trail,294.35,76546.0
3021,RT,Not In Park,Loretto,Crosswalk,0.0,"Paved Hike, Bike, Dog (On-Leash)","Paved Hike, Bike, Dog (On-Leash)",True,Lake Independence Regional Trail,51.43,596.0
3022,RT,Not In Park,Hopkins,Bituminous,0.0,"Aggregate Hike, Bike, Dog (On-Leash)","Aggregate Hike, Bike, Dog (On-Leash)",True,Lake Minnetonka Regional Trail,38.41,18449.0
3023,RT,Not In Park,Minnetonka Beach,Concrete,10.0,"Paved Hike, Bike, Dog (On-Leash)","Paved Hike, Bike, Dog (On-Leash)",True,Dakota Rail Regional Trail,48.33,532.0
3024,RT,Not In Park,Corcoran,Crosswalk,0.0,"Paved Hike, Bike, Dog (On-Leash)","Paved Hike, Bike, Dog (On-Leash)",False,Lake Independence Regional Trail,17.64,8203.0
3025,RT,Not In Park,Golden Valley,Bituminous,10.0,"Paved Hike, Bike, Dog (On-Leash)","Paved Hike, Bike, Dog (On-Leash)",True,Bassett Creek Regional Trail,133.88,20789.0
3026,RT,Not In Park,Brooklyn Park,Concrete,10.0,"Paved Hike, Bike, Dog (On-Leash)","Paved Hike, Bike, Dog (On-Leash)",True,Shingle Creek Regional Trail,230.49,80619.0
3031,RT,Not In Park,Maple Grove,Bituminous,10.0,"Paved Hike, Bike, Dog (On-Leash)","Paved Hike, Bike, Dog (On-Leash)",True,Medicine Lake Regional Trail,1671.58,71618.0
3032,RT,Not In Park,Maple Grove,Crosswalk,0.0,"Paved Hike, Bike, Dog (On-Leash)","Paved Hike, Bike, Dog (On-Leash)",True,Medicine Lake Regional Trail,32.63,71618.0
3033,RT,Not In Park,Maple Grove,Bituminous,10.0,"Paved Hike, Bike, Dog (On-Leash)","Paved Hike, Bike, Dog (On-Leash)",True,Medicine Lake Regional Trail,1343.2,71618.0
3034,RT,Not In Park,Maple Grove,Crosswalk,0.0,"Paved Hike, Bike, Dog (On-Leash)","Paved Hike, Bike, Dog (On-Leash)",True,Medicine Lake Regional Trail,32.58,71618.0
3035,RT,Not In Park,Maple Grove,Bituminous,10.0,"Paved Hike, Bike, Dog (On-Leash)","Paved Hike, Bike, Dog (On-Leash)",True,Medicine Lake Regional Trail,2608.52,71618.0
3036,RT,Not In Park,Maple Grove,Bituminous,10.0,"Paved Hike, Bike, Dog (On-Leash)","Paved Hike, Bike, Dog (On-Leash)",True,Medicine Lake Regional Trail,1592.84,71618.0
3037,RT,Not In Park,Maple Grove,Bituminous,10.0,"Paved Hike, Bike, Dog (On-Leash)","Paved Hike, Bike, Dog (On-Leash)",True,Medicine Lake Regional Trail,127.95,71618.0
3053,RT,Not In Park,Golden Valley,Bituminous,10.0,"Paved Hike, Bike, Dog (On-Leash)","Paved Hike, Bike, Dog (On-Leash)",True,Bassett Creek Regional Trail,189.58,20789.0
3054,RT,Not In Park,Golden Valley,Bituminous,10.0,"Paved Hike, Bike, Dog (On-Leash)","Paved Hike, Bike, Dog (On-Leash)",True,Bassett Creek Regional Trail,157.33,20789.0
3055,RT,Not In Park,Golden Valley,Crosswalk,0.0,"Paved Hike, Bike, Dog (On-Leash)","Paved Hike, Bike, Dog (On-Leash)",True,Bassett Creek Regional Trail,44.23,20789.0
3056,RT,Not In Park,Golden Valley,Crosswalk,0.0,"Paved Hike, Bike, Dog (On-Leash)","Paved Hike, Bike, Dog (On-Leash)",True,Bassett Creek Regional Trail,31.6,20789.0
3057,RT,Not In Park,Golden Valley,Crosswalk,0.0,"Paved Hike, Bike, Dog (On-Leash)","Paved Hike, Bike, Dog (On-Leash)",True,Bassett Creek Regional Trail,31.59,20789.0
3058,RT,Not In Park,Plymouth,Bituminous,10.0,"Paved Hike, Bike, Dog (On-Leash)","Paved Hike, Bike, Dog (On-Leash)",True,Bassett Creek Regional Trail,248.58,76546.0
3059,RT,Not In Park,Plymouth,Crosswalk,0.0,"Paved Hike, Bike, Dog (On-Leash)","Paved Hike, Bike, Dog (On-Leash)",True,Bassett Creek Regional Trail,41.14,76546.0
3062,RT,Not In Park,Brooklyn Park,Bridge,10.0,"Paved Hike, Bike, Dog (On-Leash)","Paved Hike, Bike, Dog (On-Leash)",True,Shingle Creek Regional Trail,254.75,80619.0
3063,RT,Not In Park,Brooklyn Park,Concrete,10.0,"Paved Hike, Bike, Dog (On-Leash)","Paved Hike, Bike, Dog (On-Leash)",True,Shingle Creek Regional Trail,345.82,80619.0
3064,RT,Not In Park,Brooklyn Park,Crosswalk,0.0,"Paved Hike, Bike, Dog (On-Leash)","Paved Hike, Bike, Dog (On-Leash)",True,Shingle Creek Regional Trail,60.63,80619.0
3065,RT,Not In Park,Brooklyn Park,Crosswalk,0.0,"Paved Hike, Bike, Dog (On-Leash)","Paved Hike, Bike, Dog (On-Leash)",True,Shingle Creek Regional Trail,76.25,80619.0
3066,RT,Not In Park,Brooklyn Park,Concrete,10.0,"Paved Hike, Bike, Dog (On-Leash)","Paved Hike, Bike, Dog (On-Leash)",True,Shingle Creek Regional Trail,132.84,80619.0
3067,RT,Not In Park,Brooklyn Park,Concrete,0.0,"Paved Hike, Bike, Dog (On-Leash)","Paved Hike, Bike, Dog (On-Leash)",True,Shingle Creek Regional Trail,1.71,80619.0
3068,RT,Not In Park,Brooklyn Park,Concrete,10.0,"Paved Hike, Bike, Dog (On-Leash)","Paved Hike, Bike, Dog (On-Leash)",True,Shingle Creek Regional Trail,133.14,80619.0
3070,RT,Baker,Medina,Bituminous,10.0,"Paved Hike, Bike, Dog (On-Leash)","Paved Hike, Bike, Dog (On-Leash)",False,Lake Independence Regional Trail,694.68,7102.0
3071,RT,Baker,Medina,Bituminous,10.0,"Paved Hike, Bike, Dog (On-Leash)","Paved Hike, Bike, Dog (On-Leash)",False,Lake Independence Regional Trail,3073.03,7102.0
3072,RT,Not In Park,Loretto,Bituminous,10.0,"Paved Hike, Bike, Dog (On-Leash)","Paved Hike, Bike, Dog (On-Leash)",True,Lake Independence Regional Trail,373.82,596.0
3073,RT,Not In Park,Corcoran,Bituminous,10.0,"Paved Hike, Bike, Dog (On-Leash)","Paved Hike, Bike, Dog (On-Leash)",False,Lake Independence Regional Trail,778.91,8203.0
3074,RT,Not In Park,Corcoran,Crosswalk,0.0,"Paved Hike, Bike, Dog (On-Leash)","Paved Hike, Bike, Dog (On-Leash)",False,Lake Independence Regional Trail,19.53,8203.0
3075,RT,Not In Park,Corcoran,Bituminous,10.0,"Paved Hike, Bike, Dog (On-Leash)","Paved Hike, Bike, Dog (On-Leash)",False,Lake Independence Regional Trail,996.37,8203.0
3076,RT,Not In Park,Corcoran,Crosswalk,0.0,"Paved Hike, Bike, Dog (On-Leash)","Paved Hike, Bike, Dog (On-Leash)",False,Lake Independence Regional Trail,20.02,8203.0
3077,RT,Not In Park,Corcoran,Bituminous,10.0,"Paved Hike, Bike, Dog (On-Leash)","Paved Hike, Bike, Dog (On-Leash)",False,Lake Independence Regional Trail,76.99,8203.0
3078,RT,Not In Park,Corcoran,Crosswalk,0.0,"Paved Hike, Bike, Dog (On-Leash)","Paved Hike, Bike, Dog (On-Leash)",False,Lake Independence Regional Trail,17.43,8203.0
3079,RT,Not In Park,Corcoran,Crosswalk,0.0,"Paved Hike, Bike, Dog (On-Leash)","Paved Hike, Bike, Dog (On-Leash)",False,Lake Independence Regional Trail,46.64,8203.0
3080,RT,Not In Park,Corcoran,Crosswalk,0.0,"Paved Hike, Bike, Dog (On-Leash)","Paved Hike, Bike, Dog (On-Leash)",False,Lake Independence Regional Trail,36.04,8203.0
3081,RT,Not In Park,Medina,Crosswalk,0.0,"Paved Hike, Bike, Dog (On-Leash)","Paved Hike, Bike, Dog (On-Leash)",False,Lake Independence Regional Trail,96.25,7102.0
3082,RT,Not In Park,Brooklyn Park,Bridge,10.0,"Paved Hike, Bike, Dog (On-Leash)","Paved Hike, Bike, Dog (On-Leash)",False,Rush Creek Regional Trail,121.86,80619.0
3083,RT,Elm Creek,Maple Grove,Bituminous,10.0,"Paved Hike, Bike, Dog (On-Leash)","Paved Hike, Bike, Dog (On-Leash)",False,Rush Creek Regional Trail,1880.92,71618.0
3084,RT,Not In Park,Orono,Bituminous,10.0,"Paved Hike, Bike, Dog (On-Leash)","Paved Hike, Bike, Dog (On-Leash)",True,Dakota Rail Regional Trail,2106.96,8055.0
3091,RT,Not In Park,Brooklyn Center,Crosswalk,0.0,"Paved Hike, Bike, Dog (On-Leash)","Paved Hike, Bike, Dog (On-Leash)",True,Twin Lakes Regional Trail,37.08,31032.0
3092,RT,Not In Park,Brooklyn Center,Bituminous,10.0,"Paved Hike, Bike, Dog (On-Leash)","Paved Hike, Bike, Dog (On-Leash)",True,Twin Lakes Regional Trail,59.37,31032.0
3093,RT,Not In Park,Brooklyn Center,Crosswalk,0.0,"Paved Hike, Bike, Dog (On-Leash)","Paved Hike, Bike, Dog (On-Leash)",True,Twin Lakes Regional Trail,38.54,31032.0
3094,RT,Not In Park,Brooklyn Center,Bituminous,10.0,"Paved Hike, Bike, Dog (On-Leash)","Paved Hike, Bike, Dog (On-Leash)",True,Twin Lakes Regional Trail,47.88,31032.0
3095,RT,Not In Park,Brooklyn Center,Crosswalk,0.0,"Paved Hike, Bike, Dog (On-Leash)","Paved Hike, Bike, Dog (On-Leash)",True,Twin Lakes Regional Trail,22.58,31032.0
3096,RT,Not In Park,Brooklyn Center,Bituminous,10.0,"Paved Hike, Bike, Dog (On-Leash)","Paved Hike, Bike, Dog (On-Leash)",True,Twin Lakes Regional Trail,56.62,31032.0
3097,RT,Not In Park,Brooklyn Center,Crosswalk,0.0,"Paved Hike, Bike, Dog (On-Leash)","Paved Hike, Bike, Dog (On-Leash)",True,Twin Lakes Regional Trail,21.61,31032.0
3098,RT,Not In Park,Brooklyn Center,Bituminous,10.0,"Paved Hike, Bike, Dog (On-Leash)","Paved Hike, Bike, Dog (On-Leash)",True,Twin Lakes Regional Trail,36.22,31032.0
3099,RT,Not In Park,Minnetrista,Bituminous,10.0,"Paved Hike, Bike, Dog (On-Leash)","Paved Hike, Bike, Dog (On-Leash)",False,Dakota Rail Regional Trail,840.69,8946.0
3100,RT,Not In Park,Minnetrista,Crosswalk,0.0,"Paved Hike, Bike, Dog (On-Leash)","Paved Hike, Bike, Dog (On-Leash)",False,Dakota Rail Regional Trail,35.64,8946.0
3101,RT,Not In Park,Minnetrista,Bituminous,10.0,"Paved Hike, Bike, Dog (On-Leash)","Paved Hike, Bike, Dog (On-Leash)",False,Dakota Rail Regional Trail,1594.86,8946.0
3102,RT,Not In Park,Minnetrista,Crosswalk,0.0,"Paved Hike, Bike, Dog (On-Leash)","Paved Hike, Bike, Dog (On-Leash)",False,Dakota Rail Regional Trail,65.06,8946.0
3103,RT,Not In Park,Minnetrista,Bituminous,10.0,"Paved Hike, Bike, Dog (On-Leash)","Paved Hike, Bike, Dog (On-Leash)",False,Dakota Rail Regional Trail,1857.65,8946.0
3104,RT,Not In Park,Minnetrista,Crosswalk,0.0,"Paved Hike, Bike, Dog (On-Leash)","Paved Hike, Bike, Dog (On-Leash)",False,Dakota Rail Regional Trail,58.86,8946.0
3105,RT,Not In Park,Plymouth,Crosswalk,0.0,"Paved Hike, Bike, Dog (On-Leash)","Paved Hike, Bike, Dog (On-Leash)",True,Bassett Creek Regional Trail,42.55,76546.0
3106,RT,Not In Park,Plymouth,Bituminous,10.0,"Paved Hike, Bike, Dog (On-Leash)","Paved Hike, Bike, Dog (On-Leash)",True,Bassett Creek Regional Trail,288.57,76546.0
3107,RT,Not In Park,Plymouth,Crosswalk,0.0,"Paved Hike, Bike, Dog (On-Leash)","Paved Hike, Bike, Dog (On-Leash)",True,Bassett Creek Regional Trail,40.09,76546.0
3108,RT,Not In Park,Plymouth,Bituminous,10.0,"Paved Hike, Bike, Dog (On-Leash)","Paved Hike, Bike, Dog (On-Leash)",True,Bassett Creek Regional Trail,483.99,76546.0
3109,RT,Not In Park,Plymouth,Crosswalk,0.0,"Paved Hike, Bike, Dog (On-Leash)","Paved Hike, Bike, Dog (On-Leash)",True,Bassett Creek Regional Trail,48.85,76546.0
3110,RT,Not In Park,Plymouth,Bituminous,10.0,"Paved Hike, Bike, Dog (On-Leash)","Paved Hike, Bike, Dog (On-Leash)",True,Bassett Creek Regional Trail,260.64,76546.0
3111,RT,Not In Park,Plymouth,Crosswalk,0.0,"Paved Hike, Bike, Dog (On-Leash)","Paved Hike, Bike, Dog (On-Leash)",True,Bassett Creek Regional Trail,48.17,76546.0
3119,RT,Not In Park,Corcoran,Bituminous,10.0,"Paved Hike, Bike, Dog (On-Leash)","Paved Hike, Bike, Dog (On-Leash)",False,Lake Independence Regional Trail,322.38,8203.0
3120,RT,Not In Park,Loretto,Concrete,6.0,"Paved Hike, Bike, Dog (On-Leash)","Paved Hike, Bike, Dog (On-Leash)",True,Lake Independence Regional Trail,69.66,596.0
3121,RT,Not In Park,Loretto,Crosswalk,0.0,"Paved Hike, Bike, Dog (On-Leash)","Paved Hike, Bike, Dog (On-Leash)",True,Lake Independence Regional Trail,13.6,596.0
3122,RT,Not In Park,Loretto,Concrete,6.0,"Paved Hike, Bike, Dog (On-Leash)","Paved Hike, Bike, Dog (On-Leash)",True,Lake Independence Regional Trail,28.91,596.0
3123,RT,Not In Park,Loretto,Crosswalk,0.0,"Paved Hike, Bike, Dog (On-Leash)","Paved Hike, Bike, Dog (On-Leash)",True,Lake Independence Regional Trail,18.75,596.0
3124,RT,Not In Park,Loretto,Bituminous,10.0,"Paved Hike, Bike, Dog (On-Leash)","Paved Hike, Bike, Dog (On-Leash)",True,Lake Independence Regional Trail,38.38,596.0
3125,RT,Not In Park,Loretto,Crosswalk,0.0,"Paved Hike, Bike, Dog (On-Leash)","Paved Hike, Bike, Dog (On-Leash)",True,Lake Independence Regional Trail,20.83,596.0
3126,RT,Not In Park,Hopkins,Crosswalk,0.0,"Aggregate Hike, Bike, Dog (On-Leash)","Aggregate Hike, Bike, Dog (On-Leash)",True,Lake Minnetonka Regional Trail,80.66,18449.0
3127,RT,Not In Park,Hopkins,Bituminous,0.0,"Aggregate Hike, Bike, Dog (On-Leash)","Aggregate Hike, Bike, Dog (On-Leash)",True,Lake Minnetonka Regional Trail,75.54,18449.0
3128,RT,Not In Park,Hopkins,Crosswalk,0.0,"Aggregate Hike, Bike, Dog (On-Leash)","Aggregate Hike, Bike, Dog (On-Leash)",True,Lake Minnetonka Regional Trail,24.95,18449.0
3129,RT,Not In Park,Minnetonka,Bituminous,10.0,"Aggregate Hike, Bike, Dog (On-Leash)","Aggregate Hike, Bike, Dog (On-Leash)",True,MN River Bluffs Regional Trail,115.07,51923.0
3130,RT,Not In Park,Minnetonka,Underpass,10.0,"Aggregate Hike, Bike, Dog (On-Leash)","Aggregate Hike, Bike, Dog (On-Leash)",True,MN River Bluffs Regional Trail,110.21,51923.0
3131,RT,Not In Park,Plymouth,Bituminous,12.0,"Paved Hike, Bike, Dog (On-Leash)","Paved Hike, Bike, Dog (On-Leash)",True,Luce Line Regional Trail,1234.59,76546.0
3132,RT,Not In Park,Plymouth,Bituminous,12.0,"Paved Hike, Bike, Dog (On-Leash)","Paved Hike, Bike, Dog (On-Leash)",True,Luce Line Regional Trail,38.17,76546.0
3133,RT,Not In Park,Orono,Bridge,10.0,"Paved Hike, Bike, Dog (On-Leash)","Paved Hike, Bike, Dog (On-Leash)",False,Lake Independence Regional Trail,237.28,8055.0
3134,RT,Not In Park,Orono,Bituminous,10.0,"Paved Hike, Bike, Dog (On-Leash)","Paved Hike, Bike, Dog (On-Leash)",False,Lake Independence Regional Trail,838.4,8055.0
3135,RT,Not In Park,Orono,Crosswalk,0.0,"Paved Hike, Bike, Dog (On-Leash)","Paved Hike, Bike, Dog (On-Leash)",False,Lake Independence Regional Trail,25.53,8055.0
3136,RT,Not In Park,Orono,Bituminous,10.0,"Paved Hike, Bike, Dog (On-Leash)","Paved Hike, Bike, Dog (On-Leash)",False,Lake Independence Regional Trail,730.09,8055.0
3137,RT,Not In Park,Orono,Bituminous,10.0,"Paved Hike, Bike, Dog (On-Leash)","Paved Hike, Bike, Dog (On-Leash)",False,Lake Independence Regional Trail,360.7,8055.0
3138,RT,Mississippi Gateway,Brooklyn Park,Bridge,10.0,"Paved Hike, Bike, Dog (On-Leash)","Paved Hike, Bike, Dog (On-Leash)",True,West Mississippi River Regional Trail,58.38,80619.0
3144,RT,Not In Park,Minnetonka Beach,Bituminous,10.0,"Paved Hike, Bike, Dog (On-Leash)","Paved Hike, Bike, Dog (On-Leash)",True,Dakota Rail Regional Trail,587.66,532.0
3145,RT,Not In Park,Minnetonka Beach,Bituminous,10.0,"Paved Hike, Bike, Dog (On-Leash)","Paved Hike, Bike, Dog (On-Leash)",True,Dakota Rail Regional Trail,329.23,532.0
3146,RT,Not In Park,Minnetonka Beach,Crosswalk,0.0,"Paved Hike, Bike, Dog (On-Leash)","Paved Hike, Bike, Dog (On-Leash)",True,Dakota Rail Regional Trail,24.54,532.0
3147,RT,Not In Park,Minnetonka Beach,Bituminous,10.0,"Paved Hike, Bike, Dog (On-Leash)","Paved Hike, Bike, Dog (On-Leash)",True,Dakota Rail Regional Trail,173.58,532.0
3148,RT,Not In Park,Minnetonka Beach,Underpass,10.0,"Paved Hike, Bike, Dog (On-Leash)","Paved Hike, Bike, Dog (On-Leash)",True,Dakota Rail Regional Trail,13.28,532.0
3149,RT,Not In Park,Minnetonka Beach,Bituminous,10.0,"Paved Hike, Bike, Dog (On-Leash)","Paved Hike, Bike, Dog (On-Leash)",True,Dakota Rail Regional Trail,736.16,532.0
3150,RT,Not In Park,Plymouth,Bituminous,0.0,"Paved Hike, Bike, Dog (On-Leash)","Paved Hike, Bike, Dog (On-Leash)",True,Luce Line Regional Trail,29.42,76546.0
3151,RT,Not In Park,Golden Valley,Crosswalk,0.0,"Paved Hike, Bike, Dog (On-Leash)","Paved Hike, Bike, Dog (On-Leash)",True,Luce Line Regional Trail,30.97,20789.0
3152,RT,Not In Park,Victoria,Gravel,12.0,"Aggregate Hike, Bike, Dog (On-Leash)","Aggregate Hike, Bike, Dog (On-Leash)",True,Lake Minnetonka Regional Trail,1297.54,11768.0
3153,RT,Not In Park,Orono,Crosswalk,0.0,"Paved Hike, Bike, Dog (On-Leash)","Paved Hike, Bike, Dog (On-Leash)",True,Dakota Rail Regional Trail,41.98,8055.0
3154,RT,Not In Park,Minnetonka,Gravel,12.0,"Aggregate Hike, Bike, Dog (On-Leash)","Aggregate Hike, Bike, Dog (On-Leash)",True,MN River Bluffs Regional Trail,2568.27,51923.0
3155,RT,Not In Park,Corcoran,Crosswalk,0.0,"Paved Hike, Bike, Dog (On-Leash)","Paved Hike, Bike, Dog (On-Leash)",False,Lake Independence Regional Trail,21.43,8203.0
3156,RT,Not In Park,Corcoran,Crosswalk,0.0,"Paved Hike, Bike, Dog (On-Leash)","Paved Hike, Bike, Dog (On-Leash)",False,Lake Independence Regional Trail,65.36,8203.0
3157,RT,Not In Park,Minnetonka,Crosswalk,0.0,"Aggregate Hike, Bike, Dog (On-Leash)","Aggregate Hike, Bike, Dog (On-Leash)",True,Lake Minnetonka Regional Trail,41.53,51923.0
3158,RT,Elm Creek,Maple Grove,Bituminous,10.0,"Paved Hike, Bike, Dog (On-Leash)","Paved Hike, Bike, Dog (On-Leash)",True,Rush Creek Regional Trail,955.7,71618.0
3159,RT,Not In Park,St. Louis Park,Bituminous,10.0,"Paved Hike, Bike, Dog (On-Leash)","Paved Hike, Bike, Dog (On-Leash)",False,Cedar Lake Regional Trail,1623.62,49587.0
3161,RT,Not In Park,Golden Valley,Bituminous,10.0,"Paved Hike, Bike, Dog (On-Leash)","Paved Hike, Bike, Dog (On-Leash)",True,Luce Line Regional Trail,945.44,20789.0
3162,RT,Not In Park,Golden Valley,Bituminous,10.0,"Paved Hike, Bike, Dog (On-Leash)","Paved Hike, Bike, Dog (On-Leash)",True,Luce Line Regional Trail,99.91,20789.0
3163,RT,Not In Park,Golden Valley,Bituminous,10.0,"Paved Hike, Bike, Dog (On-Leash)","Paved Hike, Bike, Dog (On-Leash)",True,Luce Line Regional Trail,57.02,20789.0
3164,RT,Not In Park,Golden Valley,Underpass,10.0,"Paved Hike, Bike, Dog (On-Leash)","Paved Hike, Bike, Dog (On-Leash)",True,Luce Line Regional Trail,124.58,20789.0
3165,RT,Not In Park,Golden Valley,Bituminous,10.0,"Paved Hike, Bike, Dog (On-Leash)","Paved Hike, Bike, Dog (On-Leash)",True,Luce Line Regional Trail,1347.27,20789.0
3166,RT,Not In Park,Golden Valley,Bituminous,10.0,"Paved Hike, Bike, Dog (On-Leash)","Paved Hike, Bike, Dog (On-Leash)",True,Luce Line Regional Trail,453.29,20789.0
3167,RT,Not In Park,Golden Valley,Bituminous,10.0,"Paved Hike, Bike, Dog (On-Leash)","Paved Hike, Bike, Dog (On-Leash)",True,Luce Line Regional Trail,1435.85,20789.0
3168,RT,Not In Park,Mound,Bituminous,10.0,"Paved Hike, Bike, Dog (On-Leash)","Paved Hike, Bike, Dog (On-Leash)",True,Dakota Rail Regional Trail,719.04,8737.0
3169,RT,Not In Park,Mound,Bituminous,10.0,"Paved Hike, Bike, Dog (On-Leash)","Paved Hike, Bike, Dog (On-Leash)",True,Dakota Rail Regional Trail,2185.68,8737.0
3170,RT,Not In Park,Mound,Bituminous,10.0,"Paved Hike, Bike, Dog (On-Leash)","Paved Hike, Bike, Dog (On-Leash)",True,Dakota Rail Regional Trail,702.42,8737.0
3171,RT,Not In Park,Orono,Bituminous,10.0,"Paved Hike, Bike, Dog (On-Leash)","Paved Hike, Bike, Dog (On-Leash)",True,Dakota Rail Regional Trail,1005.42,8055.0
3172,RT,Not In Park,Minnetonka Beach,Concrete,10.0,"Paved Hike, Bike, Dog (On-Leash)","Paved Hike, Bike, Dog (On-Leash)",True,Dakota Rail Regional Trail,101.65,532.0
3173,RT,Not In Park,Corcoran,Bituminous,10.0,"Paved Hike, Bike, Dog (On-Leash)","Paved Hike, Bike, Dog (On-Leash)",False,Lake Independence Regional Trail,1114.91,8203.0
3174,RT,Not In Park,Corcoran,Bituminous,10.0,"Paved Hike, Bike, Dog (On-Leash)","Paved Hike, Bike, Dog (On-Leash)",False,Lake Independence Regional Trail,1011.21,8203.0
3175,RT,Not In Park,Corcoran,Bituminous,10.0,"Paved Hike, Bike, Dog (On-Leash)","Paved Hike, Bike, Dog (On-Leash)",False,Lake Independence Regional Trail,806.74,8203.0
3176,RT,Not In Park,Corcoran,Bituminous,10.0,"Paved Hike, Bike, Dog (On-Leash)","Paved Hike, Bike, Dog (On-Leash)",False,Lake Independence Regional Trail,768.11,8203.0
3177,RT,Not In Park,Corcoran,Bituminous,10.0,"Paved Hike, Bike, Dog (On-Leash)","Paved Hike, Bike, Dog (On-Leash)",False,Lake Independence Regional Trail,431.19,8203.0
3178,RT,Not In Park,Corcoran,Bituminous,10.0,"Paved Hike, Bike, Dog (On-Leash)","Paved Hike, Bike, Dog (On-Leash)",False,Lake Independence Regional Trail,1065.94,8203.0
3179,RT,Not In Park,St. Louis Park,Bridge,10.0,"Paved Hike, Bike, Dog (On-Leash)","Paved Hike, Bike, Dog (On-Leash)",True,North Cedar Lake Regional Trail,129.74,49587.0
3180,RT,Not In Park,St. Louis Park,Bituminous,10.0,"Paved Hike, Bike, Dog (On-Leash)","Paved Hike, Bike, Dog (On-Leash)",True,North Cedar Lake Regional Trail,159.85,49587.0
3181,RT,Not In Park,St. Louis Park,Bituminous,10.0,"Paved Hike, Bike, Dog (On-Leash)","Paved Hike, Bike, Dog (On-Leash)",True,North Cedar Lake Regional Trail,589.89,49587.0
3182,RT,Not In Park,St. Louis Park,Bituminous,10.0,"Paved Hike, Bike, Dog (On-Leash)","Paved Hike, Bike, Dog (On-Leash)",True,North Cedar Lake Regional Trail,102.29,49587.0
3183,RT,Not In Park,St. Louis Park,Bituminous,10.0,"Paved Hike, Bike, Dog (On-Leash)","Paved Hike, Bike, Dog (On-Leash)",True,North Cedar Lake Regional Trail,906.71,49587.0
3185,RT,Not In Park,Mound,Crosswalk,0.0,"Paved Hike, Bike, Dog (On-Leash)","Paved Hike, Bike, Dog (On-Leash)",True,Dakota Rail Regional Trail,90.62,8737.0
3186,RT,Not In Park,Minnetonka Beach,Crosswalk,0.0,"Paved Hike, Bike, Dog (On-Leash)","Paved Hike, Bike, Dog (On-Leash)",True,Dakota Rail Regional Trail,38.36,532.0
3187,RT,Not In Park,Orono,Crosswalk,0.0,"Paved Hike, Bike, Dog (On-Leash)","Paved Hike, Bike, Dog (On-Leash)",True,Dakota Rail Regional Trail,20.75,8055.0
3188,RT,Not In Park,Brooklyn Park,Concrete,10.0,"Paved Hike, Bike, Dog (On-Leash)","Paved Hike, Bike, Dog (On-Leash)",True,Shingle Creek Regional Trail,182.96,80619.0
3189,RT,Not In Park,Brooklyn Park,Crosswalk,0.0,"Paved Hike, Bike, Dog (On-Leash)","Paved Hike, Bike, Dog (On-Leash)",True,Shingle Creek Regional Trail,33.99,80619.0
3190,RT,Not In Park,Brooklyn Park,Concrete,10.0,"Paved Hike, Bike, Dog (On-Leash)","Paved Hike, Bike, Dog (On-Leash)",True,Shingle Creek Regional Trail,158.04,80619.0
