ObjectID,TRPDClassification,Park,City,TrailSurface,Width_ft,Summer_Type,Winter_Type,Plowed,Name_OfficialSummer_Primary,Shape_Length
7,Park Trail,Murphy-Hanrehan,Savage,Mowed,14.0,"Unpaved Hike, Dog (On-Leash)",,,,83.8494791918864
8,Park Trail,Murphy-Hanrehan,Savage,Mowed,14.0,"Unpaved Hike, Dog (On-Leash)",Cross-country Skate/Classic,,,249.935571147141
15,Park Trail,Elm Creek,Dayton,Snow Only,12.0,,Snowmobile,,,173.622913550287
16,Park Trail,Carver,Laketown Twp.,Mowed,12.0,"Unpaved Hike, Horse, Dog (On-Leash)",Cross-country Skate/Classic,,,133.968553038548
18,Park Trail,French,Plymouth,Mowed,12.0,,Cross-country Skate/Classic,,,16.9098157267434
19,Park Trail,French,Plymouth,Mowed,12.0,,"Cross-country Skate/Classic, Lit",,Lakeview Trail,78.2123242442358
23,Park Trail,French,Plymouth,Bridge,10.0,Boardwalk,,,,15.323740428425
24,Park Trail,Carver,Laketown Twp.,Bituminous,10.0,"Paved Hike, Bike, Dog (On-Leash)",,,,490.203150528568
25,Park Trail,Baker,Medina,Gravel,10.0,"Unpaved Hike, Dog (Off-Leash)",,,,101.171043798403
26,Park Trail,Baker,Medina,Gravel,10.0,"Unpaved Hike, Dog (Off-Leash)",,,,48.6360189259334
33,Park Trail,Crow-Hassan,Rogers,Mowed,12.0,"Unpaved Hike, Horse, Dog (On-Leash)","Hike, Snowshoe, Dog (On-Leash), Horse",,,456.649275336721
44,Park Trail,Carver,Laketown Twp.,Mowed,12.0,,Cross-country Skate/Classic,,,394.730944543879
45,Park Trail,Carver,Laketown Twp.,Mowed,12.0,,Cross-country Skate/Classic,,,151.845220989566
46,Park Trail,Carver,Laketown Twp.,Mowed,16.0,,"Hike, Snowshoe, Dog (On-Leash), Cross-country Skate/Classic",,,436.779142353203
53,Park Trail,Silverwood,St. Anthony,Concrete,6.0,"Paved Hike, Bike, Dog (On-Leash)","Paved Hike, Bike, Dog (On-Leash)",YES,,11.0578708897518
54,Park Trail,Silverwood,St. Anthony,Bituminous,6.0,"Paved Hike, Bike, Dog (On-Leash)","Paved Hike, Bike, Dog (On-Leash)",YES,,35.9154567775266
56,Park Trail,French,Plymouth,Bridge,10.0,Boardwalk,,,,24.0900524487007
57,Park Trail,French,Plymouth,Bridge,6.0,Boardwalk,,,,19.2166465913566
60,Park Trail,Fish,Maple Grove,Bituminous,10.0,"Paved Hike, Bike, Dog (On-Leash)",,,,185.864489997354
61,Park Trail,Carver,Victoria,Bituminous,10.0,"Paved Hike, Bike, Dog (On-Leash)","Paved Hike, Bike, Dog (On-Leash)",YES,,6.55454682388992
62,Park Trail,Carver,Victoria,Bituminous,10.0,"Paved Hike, Bike, Dog (On-Leash)","Paved Hike, Bike, Dog (On-Leash)",YES,,194.152195434113
63,Park Trail,Carver,Laketown Twp.,Bituminous,10.0,"Paved Hike, Bike, Dog (On-Leash)",,,,181.679629745859
64,Park Trail,Cleary,Credit River Twp.,Bridge,0.0,"Paved Hike, Bike, Dog (On-Leash)","Cross-country Skate/Classic, Lit",,,12.4515294486918
69,Park Trail,Elm Creek,Maple Grove,Bituminous,10.0,"Paved Hike, Bike, Dog (On-Leash)",,,,7.12474559425579
72,Park Trail,Lake Rebecca,Independence,Bituminous,10.0,"Paved Hike, Bike, Dog (On-Leash)","Hike, Snowshoe, Dog (On-Leash), Cross-country Skate/Classic",,,970.66961244597
75,Park Trail,Murphy-Hanrehan,Savage,Mowed,12.0,No Access / Winter Only,Cross-country Skate/Classic,,,375.083565115991
76,Park Trail,Murphy-Hanrehan,Savage,Mowed,12.0,No Access / Winter Only,Cross-country Skate/Classic,,,609.829349635813
96,Park Trail,Crow-Hassan,Rogers,Mowed,12.0,"Unpaved Hike, Horse, Dog (On-Leash)","Hike, Snowshoe, Dog (On-Leash), Horse",,,693.750824642065
103,Regional Trail,Not In Park,Credit River Twp.,Bituminous,10.0,"Paved Hike, Bike, Dog (On-Leash)","Paved Hike, Bike, Dog (On-Leash)",YES,Big Woods Regional Trail,69.9212405240072
104,Park Trail,Eagle,Plymouth,Bituminous,10.0,"Paved Hike, Bike, Dog (On-Leash)","Paved Hike, Bike, Dog (On-Leash)",YES,,209.104657767879
111,Park Trail,Crow-Hassan,Hanover,Mowed,12.0,"Unpaved Hike, Horse, Dog (On-Leash)",Snowmobile,,,435.795643148491
112,Park Trail,Crow-Hassan,Hanover,Mowed,12.0,"Unpaved Hike, Horse, Dog (On-Leash)",Snowmobile,,,1258.35924747399
124,Park Trail,Elm Creek,Maple Grove,Gravel,12.0,"Unpaved Hike, Horse, Dog (On-Leash)",,,,147.670305300692
139,Park Trail,Silverwood,St. Anthony,Gravel,8.0,"Paved Hike, Bike, Dog (On-Leash)","Paved Hike, Bike, Dog (On-Leash)",YES,,86.7802137681255
140,Park Trail,Silverwood,St. Anthony,Gravel,5.0,"Unpaved Hike, Dog (On-Leash)","Hike, Snowshoe, Dog (On-Leash)",,,110.189496805895
141,Park Trail,Silverwood,St. Anthony,Crosswalk,0.0,"Paved Hike, Bike, Dog (On-Leash)","Paved Hike, Bike, Dog (On-Leash)",YES,,7.97464864541762
143,Park Trail,Silverwood,St. Anthony,Crosswalk,0.0,"Paved Hike, Bike, Dog (On-Leash)","Paved Hike, Bike, Dog (On-Leash)",YES,,5.70761920623293
151,Park Trail,Carver,Laketown Twp.,Mowed,16.0,,Cross-country Skate/Classic,,,134.319265079563
152,Park Trail,Carver,Laketown Twp.,Crosswalk,0.0,,Cross-country Skate/Classic,,,8.62417761285094
153,Park Trail,Carver,Laketown Twp.,Mowed,12.0,,Snowmobile,,,1295.85113899493
154,Park Trail,Carver,Laketown Twp.,Mowed,12.0,Unpaved Hike,Cross-country Skate/Classic,,,66.2985064320325
155,Park Trail,Eagle,Plymouth,Snow Only,16.0,"Unpaved Hike, Dog (On-Leash)",Cross-country Classic,,,296.634873950843
162,Park Trail,Eagle,Maple Grove,Bituminous,10.0,"Paved Hike, Bike, Dog (On-Leash)","Paved Hike, Bike, Dog (On-Leash)",YES,,416.212621013259
163,Park Trail,Eagle,Maple Grove,Bridge,10.0,"Paved Hike, Bike, Dog (On-Leash)","Paved Hike, Bike, Dog (On-Leash)",YES,,86.2128503302114
164,Park Trail,Fish,Maple Grove,Bituminous,10.0,"Paved Hike, Bike, Dog (On-Leash)","Paved Hike, Bike, Dog (On-Leash)",YES,,46.6872523341342
165,Park Trail,Fish,Maple Grove,Bituminous,10.0,"Paved Hike, Bike, Dog (On-Leash)","Paved Hike, Bike, Dog (On-Leash)",YES,,26.7899493284135
167,Regional Trail,Cleary,Credit River Twp.,Bridge,10.0,Boardwalk,Boardwalk,YES,Big Woods Regional Trail,13.7703761459322
168,Park Trail,Crow-Hassan,Rogers,Bituminous,10.0,"Paved Hike, Bike, Dog (On-Leash)",,,,166.356837068167
169,Park Trail,Lake Rebecca,Greenfield,Bituminous,10.0,"Paved Hike, Bike, Dog (On-Leash)","Hike, Snowshoe, Dog (On-Leash), Cross-country Skate/Classic",,,174.627323855486
170,Park Trail,Lake Rebecca,Greenfield,Bituminous,10.0,"Paved Hike, Bike, Dog (On-Leash)","Hike, Snowshoe, Dog (On-Leash), Dog sled, Skijor, Cross-country Skate/Classic",,,1076.68454592464
171,Park Trail,Baker,Medina,Bituminous,10.0,"Paved Hike, Bike, Dog (On-Leash)",,,,738.270939294486
172,Park Trail,Baker,Medina,Bituminous,10.0,"Paved Hike, Bike, Dog (On-Leash)","Hike, Snowshoe, Dog (On-Leash), Dog sled, Skijor, Mtn Bike",,,1025.0854525166
202,Park Trail,Cleary,Spring Lake Twp.,Mowed,12.0,"Unpaved Hike, Dog (On-Leash)",Cross-country Skate/Classic,,Upper Ironwood Trail,291.486958689735
203,Park Trail,Cleary,Spring Lake Twp.,Mowed,12.0,"Unpaved Hike, Dog (On-Leash)",Cross-country Skate/Classic,,Upper Ironwood Trail,686.977030658639
206,Park Trail,Eagle,Plymouth,Snow Only,16.0,,Cross-country Classic,,,173.87171545646
209,Park Trail,Baker,Medina,Bituminous,10.0,"Paved Hike, Bike, Dog (On-Leash)","Hike, Snowshoe, Dog (On-Leash), Dog sled, Skijor, Mtn Bike",,,1383.03203035949
210,Park Trail,Cleary,Spring Lake Twp.,Bituminous,0.0,"Paved Hike, Bike, Dog (On-Leash)","Paved Hike, Bike, Dog (On-Leash)",YES,,389.023549112376
211,Park Trail,Cleary,Credit River Twp.,Bituminous,10.0,"Paved Hike, Bike, Dog (On-Leash)","Paved Hike, Bike, Dog (On-Leash)",YES,,542.121939300119
212,Park Trail,Elm Creek,Dayton,Bituminous,8.0,"Paved Hike, Bike, Dog (On-Leash)",,,,47.7436771813181
213,Park Trail,Elm Creek,Maple Grove,Bridge,20.0,"Paved Hike, Bike, Dog (On-Leash)","Hike, Snowshoe, Dog (On-Leash), Dog sled, Skijor, Mtn Bike",,,11.0316430874419
214,Park Trail,Elm Creek,Maple Grove,Bituminous,10.0,"Paved Hike, Bike, Dog (On-Leash)",,,,576.028094978963
215,Park Trail,Elm Creek,Maple Grove,Bituminous,10.0,"Paved Hike, Bike, Dog (On-Leash)",,,,28.1032484919262
217,Park Trail,Lake Minnetonka,Minnetrista,Bituminous,0.0,"Paved Hike, Bike, Dog (On-Leash)",,,,123.343093319833
218,Park Trail,Baker,Medina,Bituminous,10.0,"Paved Hike, Bike, Dog (On-Leash)","Hike, Snowshoe, Dog (On-Leash), Dog sled, Skijor, Mtn Bike",,,773.019805576195
219,Park Trail,Fish,Maple Grove,Boardwalk,10.0,"Paved Hike, Bike, Dog (On-Leash)","Paved Hike, Bike, Dog (On-Leash)",YES,,22.9411429541995
220,Park Trail,Fish,Maple Grove,Bituminous,10.0,"Paved Hike, Bike, Dog (On-Leash)","Paved Hike, Bike, Dog (On-Leash)",YES,,343.253047494856
222,Regional Trail,Carver,Laketown Twp.,Bituminous,10.0,"Paved Hike, Bike, Dog (On-Leash)","Paved Hike, Bike, Dog (On-Leash)",YES,Baker/Carver Regional Trail,171.813799446096
223,Park Trail,Carver,Victoria,Bituminous,10.0,"Paved Hike, Bike, Dog (On-Leash)","Paved Hike, Bike, Dog (On-Leash)",YES,,145.444058168179
225,Park Trail,Elm Creek,Maple Grove,Bituminous,10.0,"Paved Hike, Bike, Dog (On-Leash)",,,,112.012011760723
249,Park Trail,Elm Creek,Maple Grove,Crosswalk,0.0,"Paved Hike, Bike, Dog (On-Leash)",,,,8.89933251451821
259,Park Trail,Elm Creek,Maple Grove,Gravel,14.0,"Unpaved Hike, Horse, Dog (On-Leash)",,,,530.294001600466
262,Park Trail,Elm Creek,Maple Grove,Gravel,14.0,"Unpaved Hike, Horse, Dog (On-Leash)",,,,271.653814488699
268,Park Trail,Gale Woods,Minnetrista,Mowed,16.0,Unpaved Hike,,,,501.658698908185
269,Park Trail,Eagle,Plymouth,Snow Only,16.0,,Cross-country Classic,,,362.883595301551
270,Park Trail,Eagle,Plymouth,Snow Only,16.0,"Unpaved Hike, Dog (On-Leash)",Cross-country Classic,,,289.400366855472
271,Park Trail,Cleary,Credit River Twp.,Crosswalk,0.0,"Paved Hike, Bike, Dog (On-Leash)","Cross-country Skate/Classic, Lit",,,6.72124554288585
272,Park Trail,Cleary,Spring Lake Twp.,Mowed,12.0,No Access / Winter Only,Cross-country Skate/Classic,,,726.370621157342
273,Park Trail,Glen Lake,Minnetonka,Snow Only,12.0,,Cross-country Skate/Classic,,,94.9430733002093
274,Park Trail,Glen Lake,Minnetonka,Snow Only,12.0,,Cross-country Skate/Classic,,,484.409060718156
278,Park Trail,Glen Lake,Minnetonka,Snow Only,12.0,,Cross-country Skate/Classic,,,727.297230581576
279,Park Trail,Elm Creek,Maple Grove,Bituminous,10.0,"Paved Hike, Bike, Dog (On-Leash)",,,,436.261259276213
280,Park Trail,Lake Minnetonka,Minnetrista,Underpass,0.0,"Paved Hike, Bike, Dog (On-Leash)",,,,20.9436370392362
281,Park Trail,Eagle,Plymouth,Bituminous,10.0,"Paved Hike, Bike, Dog (On-Leash)","Paved Hike, Bike, Dog (On-Leash)",YES,,21.915649163202
285,Park Trail,Carver,Laketown Twp.,Mowed,12.0,"Unpaved Hike, Horse, Dog (On-Leash)",Cross-country Skate/Classic,,,127.960547018688
295,Park Trail,Gale Woods,Minnetrista,Gravel,12.0,Aggregate Hike,"Hike, Snowshoe, Cross-country Skate/Classic",,,731.959968744476
296,Park Trail,Gale Woods,Minnetrista,Gravel,12.0,Aggregate Hike,"Hike, Snowshoe, Cross-country Skate/Classic",,,64.135237572745
300,Park Trail,Glen Lake,Minnetonka,Snow Only,12.0,,Cross-country Skate/Classic,,,18.0889493300643
301,Park Trail,Glen Lake,Minnetonka,Snow Only,12.0,,Cross-country Skate/Classic,,,1122.20304506315
302,Park Trail,Eagle,Plymouth,Snow Only,16.0,,Cross-country Skate/Classic,,,87.2763153141474
305,Park Trail,Cleary,Credit River Twp.,Mowed,12.0,"Unpaved Hike, Dog (On-Leash)","Cross-country Skate/Classic, Lit",,Lakeside Trail,509.023387931875
306,Park Trail,Lake Minnetonka,Minnetrista,Bituminous,10.0,"Paved Hike, Bike, Dog (On-Leash)",,,,22.1151200026333
307,Park Trail,Carver,Laketown Twp.,Bituminous,10.0,"Paved Hike, Bike, Dog (On-Leash)",,,,872.209848478487
308,Park Trail,Carver,Victoria,Bituminous,10.0,"Paved Hike, Bike, Dog (On-Leash)","Paved Hike, Bike, Dog (On-Leash)",YES,,37.2087051976028
309,Park Trail,Carver,Laketown Twp.,Bituminous,10.0,"Paved Hike, Bike, Dog (On-Leash)","Paved Hike, Bike, Dog (On-Leash)",YES,,87.3140823400186
310,Park Trail,Carver,Laketown Twp.,Bituminous,10.0,"Paved Hike, Bike, Dog (On-Leash)","Paved Hike, Bike, Dog (On-Leash)",YES,,386.920389948955
311,Regional Trail,Carver,Laketown Twp.,Tunnel,12.0,"Paved Hike, Bike, Dog (On-Leash)","Paved Hike, Bike, Dog (On-Leash)",YES,Baker/Carver Regional Trail,13.2385845924489
312,Park Trail,Carver,Victoria,Bituminous,10.0,"Paved Hike, Bike, Dog (On-Leash)",,,,935.183709320575
313,Park Trail,Carver,Laketown Twp.,Bituminous,10.0,"Paved Hike, Bike, Dog (On-Leash)",,,,48.0601131613218
314,Park Trail,Carver,Laketown Twp.,Bituminous,10.0,"Paved Hike, Bike, Dog (On-Leash)",,,,530.525644918616
323,Park Trail,Silverwood,St. Anthony,Bituminous,10.0,"Paved Hike, Bike, Dog (On-Leash)","Paved Hike, Bike, Dog (On-Leash)",YES,,143.013548213776
324,Park Trail,Silverwood,St. Anthony,Bituminous,10.0,"Paved Hike, Bike, Dog (On-Leash)","Paved Hike, Bike, Dog (On-Leash)",YES,,80.4498698333883
325,Park Trail,Silverwood,St. Anthony,Bituminous,10.0,"Paved Hike, Bike, Dog (On-Leash)","Paved Hike, Bike, Dog (On-Leash)",YES,,478.801851802808
326,Park Trail,Silverwood,St. Anthony,Bituminous,10.0,"Paved Hike, Bike, Dog (On-Leash)","Paved Hike, Bike, Dog (On-Leash)",YES,,204.291217904471
327,Park Trail,Silverwood,St. Anthony,Bituminous,10.0,"Paved Hike, Bike, Dog (On-Leash)","Paved Hike, Bike, Dog (On-Leash)",YES,,82.2353585442883
328,Park Trail,Carver,Victoria,Crosswalk,0.0,"Paved Hike, Bike, Dog (On-Leash)",,,,10.4385801570514
330,Regional Trail,Elm Creek,Maple Grove,Bituminous,10.0,"Paved Hike, Bike, Dog (On-Leash)","Hike, Snowshoe, Dog (On-Leash), Dog sled, Skijor, Mtn Bike",NO,Medicine Lake Regional Trail,262.453862177765
331,Park Trail,Elm Creek,Dayton,Bituminous,10.0,"Paved Hike, Bike, Dog (On-Leash)","Hike, Snowshoe, Dog (On-Leash), Dog sled, Skijor, Mtn Bike",,,156.137830379621
334,Park Trail,Lake Minnetonka,Minnetrista,Bituminous,10.0,"Paved Hike, Bike, Dog (On-Leash)","Paved Hike, Bike, Dog (On-Leash)",YES,,96.1305742848408
335,Regional Trail,Carver,Victoria,Bituminous,10.0,"Paved Hike, Bike, Dog (On-Leash)","Paved Hike, Bike, Dog (On-Leash)",YES,Baker/Carver Regional Trail,2464.34248140729
336,Park Trail,Silverwood,St. Anthony,Concrete,10.0,"Paved Hike, Bike, Dog (On-Leash)","Paved Hike, Bike, Dog (On-Leash)",YES,,13.5158046032862
337,Park Trail,Lake Minnetonka,Minnetrista,Bituminous,10.0,"Paved Hike, Bike, Dog (On-Leash)","Paved Hike, Bike, Dog (On-Leash)",YES,,78.9944181457309
338,Park Trail,Lake Minnetonka,Minnetrista,Bituminous,10.0,"Paved Hike, Bike, Dog (On-Leash)",,,,274.047935703381
339,Park Trail,Lake Minnetonka,Minnetrista,Bituminous,10.0,"Paved Hike, Bike, Dog (On-Leash)",,,,250.371731495699
340,Park Trail,Lake Minnetonka,Minnetrista,Bituminous,10.0,"Paved Hike, Bike, Dog (On-Leash)",,,,150.391676683263
341,Park Trail,Lake Minnetonka,Minnetrista,Bituminous,10.0,"Paved Hike, Bike, Dog (On-Leash)",,,,3.3377488100435
342,Park Trail,Lake Minnetonka,Minnetrista,Bituminous,10.0,"Paved Hike, Bike, Dog (On-Leash)","Paved Hike, Bike, Dog (On-Leash)",YES,,61.0661065936271
343,Park Trail,Bryant,Eden Prairie,Bituminous,10.0,"Paved Hike, Bike, Dog (On-Leash)","Paved Hike, Bike, Dog (On-Leash)",YES,,266.765279332183
344,Park Trail,Bryant,Eden Prairie,Bituminous,10.0,"Paved Hike, Bike, Dog (On-Leash)","Paved Hike, Bike, Dog (On-Leash)",YES,,465.979815789343
345,Park Trail,Bryant,Eden Prairie,Bituminous,10.0,"Paved Hike, Bike, Dog (On-Leash)","Paved Hike, Bike, Dog (On-Leash)",YES,,18.0317916074898
346,Park Trail,Bryant,Eden Prairie,Bituminous,10.0,"Paved Hike, Bike, Dog (On-Leash)","Paved Hike, Bike, Dog (On-Leash)",YES,,240.603725364938
348,Park Trail,Bryant,Eden Prairie,Bituminous,10.0,"Paved Hike, Bike, Dog (On-Leash)","Paved Hike, Bike, Dog (On-Leash)",YES,,153.29400412201
349,Park Trail,Lake Minnetonka,Minnetrista,Crosswalk,0.0,"Paved Hike, Bike, Dog (On-Leash)",,,,8.09939015441102
350,Park Trail,Lake Minnetonka,Minnetrista,Crosswalk,0.0,"Paved Hike, Bike, Dog (On-Leash)",,,,16.3014978683423
351,Park Trail,Lake Minnetonka,Minnetrista,Crosswalk,0.0,"Paved Hike, Bike, Dog (On-Leash)","Paved Hike, Bike, Dog (On-Leash)",YES,,7.69766998117664
352,Park Trail,Lake Minnetonka,Minnetrista,Crosswalk,0.0,"Paved Hike, Bike, Dog (On-Leash)",,,,7.83460735574196
353,Park Trail,Lake Minnetonka,Minnetrista,Crosswalk,0.0,"Paved Hike, Bike, Dog (On-Leash)",,,,8.16591893400628
355,Park Trail,Elm Creek,Dayton,Woodchip,6.0,"Unpaved Hike, Dog (On-Leash)",,,,327.087952058228
356,Park Trail,Lake Minnetonka,Minnetrista,Crosswalk,0.0,"Paved Hike, Bike, Dog (On-Leash)",,,,10.3371119789496
360,Park Trail,Lake Minnetonka,Minnetrista,Bituminous,10.0,"Paved Hike, Bike, Dog (On-Leash)",,,,74.8530717857051
361,Park Trail,Bryant,Eden Prairie,Bituminous,10.0,"Paved Hike, Bike, Dog (On-Leash)","Paved Hike, Bike, Dog (On-Leash)",YES,,40.3168086050542
362,Park Trail,Elm Creek,Maple Grove,Bituminous,10.0,"Paved Hike, Bike, Dog (On-Leash)",,,,80.8301168674458
363,Park Trail,Lake Minnetonka,Minnetrista,Woodchip,12.0,"Unpaved Hike, Dog (On-Leash)",Snowmobile,,,167.92925968262
371,Park Trail,Elm Creek,Dayton,Mowed,12.0,"Unpaved Hike, Horse, Dog (On-Leash)",Snowmobile,,,804.485371673353
372,Park Trail,Elm Creek,Dayton,Mowed,16.0,"Unpaved Hike, Horse, Dog (On-Leash)",Snowmobile,,,1663.27481379566
374,Park Trail,Elm Creek,Dayton,Mowed,12.0,"Unpaved Hike, Horse, Dog (On-Leash)",Snowmobile,,,212.184885189886
385,Park Trail,Elm Creek,Maple Grove,Mowed,12.0,"Unpaved Hike, Horse, Dog (On-Leash)",Cross-country Skate/Classic,,,10.9726569347414
388,Park Trail,French,Plymouth,Mowed,12.0,"Unpaved Hike, Dog (On-Leash)",,,Lagoon Trail,66.0022964691948
389,Park Trail,Elm Creek,Dayton,Woodchip,8.0,Unpaved Hike,"Hike, Snowshoe",,,44.6012894678288
390,Park Trail,Murphy-Hanrehan,Savage,Mowed,10.0,"Unpaved Hike, Dog (On-Leash)",Cross-country Skate/Classic,,,537.665520593658
393,Park Trail,Carver,Laketown Twp.,Mowed,12.0,,Cross-country Skate/Classic,,,434.623328735456
395,Park Trail,Bryant,Eden Prairie,Bituminous,10.0,"Paved Hike, Bike, Dog (On-Leash)","Paved Hike, Bike, Dog (On-Leash)",YES,,191.309932180211
396,Park Trail,Bryant,Eden Prairie,Bridge,10.0,"Paved Hike, Bike, Dog (On-Leash)","Paved Hike, Bike, Dog (On-Leash)",YES,,11.2206863229498
397,Park Trail,Bryant,Eden Prairie,Bituminous,10.0,"Paved Hike, Bike, Dog (On-Leash)","Paved Hike, Bike, Dog (On-Leash)",YES,,187.184023837738
398,Park Trail,Bryant,Eden Prairie,Bituminous,10.0,"Paved Hike, Bike, Dog (On-Leash)","Paved Hike, Bike, Dog (On-Leash)",YES,,76.9875110773961
399,Park Trail,French,Plymouth,Mowed,12.0,"Unpaved Hike, Dog (On-Leash)","Cross-country Skate/Classic, Snowshoe, Lit",,Lagoon Trail,363.56107547451
400,Park Trail,French,Plymouth,Mowed,12.0,"Unpaved Hike, Dog (On-Leash)","Cross-country Skate/Classic, Snowshoe, Lit",,Lagoon Trail,382.957601110255
401,Park Trail,French,Plymouth,Mowed,12.0,"Unpaved Hike, Dog (On-Leash)","Cross-country Skate/Classic, Lit",,Lakeview Trail,223.765032638827
402,Park Trail,French,Plymouth,Mowed,12.0,"Unpaved Hike, Dog (On-Leash)",,,Meadow Trail,109.258246414113
403,Park Trail,French,Plymouth,Mowed,12.0,"Unpaved Hike, Dog (On-Leash)",,,Meadow Trail,32.5301244014941
404,Park Trail,French,Plymouth,Gravel,10.0,"Unpaved Hike, Dog (On-Leash)",,,Meadow Trail,104.048930741141
409,Park Trail,Noerenberg,Orono,Pavers,10.0,Paved Hike,,,,38.3603014016239
411,Park Trail,Murphy-Hanrehan,Savage,Mowed,10.0,"Unpaved Hike, Dog (On-Leash)",Cross-country Skate/Classic,,,193.550073263688
412,Park Trail,Murphy-Hanrehan,Savage,Gravel,12.0,"Unpaved Hike, Dog (On-Leash)",Cross-country Skate/Classic,,,41.9343341502795
413,Park Trail,Murphy-Hanrehan,Savage,Mowed,14.0,"Unpaved Hike, Dog (On-Leash)",Cross-country Skate/Classic,,,772.514963158598
414,Park Trail,Murphy-Hanrehan,Savage,Mowed,14.0,"Unpaved Hike, Dog (On-Leash)",Cross-country Skate/Classic,,,1804.28451398566
417,Park Trail,Elm Creek,Dayton,Mowed,12.0,,Snowmobile,,,615.246450566218
419,Park Trail,Lake Minnetonka,Minnetrista,Bituminous,10.0,"Paved Hike, Bike, Dog (On-Leash)",,,,4.07398193375289
420,Park Trail,Lake Minnetonka,Minnetrista,Bituminous,10.0,"Paved Hike, Bike, Dog (On-Leash)","Paved Hike, Bike, Dog (On-Leash)",YES,,233.875838801893
421,Park Trail,Elm Creek,Champlin,Boardwalk,10.0,Boardwalk,Snowmobile,,,17.8999644058724
422,Park Trail,Elm Creek,Maple Grove,Bridge,10.0,Boardwalk,Cross-country Skate/Classic,,,10.7074880556638
424,Park Trail,French,Plymouth,Mowed,12.0,"Unpaved Hike, Dog (On-Leash)","Cross-country Skate/Classic, Lit",,Lakeview Trail,543.838446845274
426,Park Trail,Murphy-Hanrehan,Savage,Dirt/Minimum Maintenance,12.0,"Unpaved Hike, Dog (On-Leash)",Cross-country Skate/Classic,,,840.371301396947
428,Park Trail,French,Plymouth,Mowed,12.0,"Unpaved Hike, Dog (On-Leash)","Cross-country Skate/Classic, Lit",,Lakeview Trail,387.349437645051
429,Park Trail,French,Plymouth,Mowed,12.0,"Unpaved Hike, Dog (On-Leash)","Cross-country Skate/Classic, Lit",,Lakeview Trail,119.058789251424
430,Park Trail,French,Plymouth,Mowed,12.0,"Unpaved Hike, Dog (On-Leash)",Cross-country Skate/Classic,,Meadow Trail,392.246145759274
431,Park Trail,French,Plymouth,Mowed,12.0,"Unpaved Hike, Dog (On-Leash)","Cross-country Skate/Classic, Lit",,Meadow Trail,281.057316757202
432,Park Trail,French,Plymouth,Mowed,12.0,"Unpaved Hike, Dog (On-Leash)","Cross-country Skate/Classic, Lit",,,395.721137443009
433,Park Trail,French,Plymouth,Mowed,12.0,"Unpaved Hike, Dog (On-Leash)","Cross-country Skate/Classic, Lit",,,309.716620993865
434,Park Trail,Elm Creek,Dayton,Mowed,12.0,"Unpaved Hike, Dog (On-Leash)",Cross-country Classic,,Creek Trail,186.160676919114
445,Park Trail,Murphy-Hanrehan,Credit River Twp.,Dirt/Minimum Maintenance,6.0,"Unpaved Hike, Horse, Dog (On-Leash)","Hike, Snowshoe, Dog (On-Leash)",,,631.085783195502
449,Park Trail,Murphy-Hanrehan,Burnsville,Mowed,12.0,No Access / Winter Only,Cross-country Skate/Classic,,,62.3568422646261
450,Park Trail,Murphy-Hanrehan,Burnsville,Mowed,12.0,No Access / Winter Only,Cross-country Skate/Classic,,,264.554013444929
454,Park Trail,French,Plymouth,Mowed,12.0,"Unpaved Hike, Dog (On-Leash)","Cross-country Skate/Classic, Lit",,,738.382003651333
456,Park Trail,Murphy-Hanrehan,Credit River Twp.,Dirt/Minimum Maintenance,10.0,"Unpaved Hike, Horse, Dog (On-Leash)",Cross-country Skate/Classic,,,245.68399498549
457,Park Trail,Murphy-Hanrehan,Credit River Twp.,Mowed,14.0,"Unpaved Hike, Horse, Dog (On-Leash)","Hike, Snowshoe, Dog (On-Leash), Dog sled, Skijor, Horse",,,1062.3637128029
458,Park Trail,Murphy-Hanrehan,Credit River Twp.,Dirt/Minimum Maintenance,12.0,"Unpaved Hike, Horse, Dog (On-Leash)","Hike, Snowshoe, Dog (On-Leash), Dog sled, Skijor, Horse",,,166.316369010584
460,Park Trail,Murphy-Hanrehan,Credit River Twp.,Gravel,14.0,"Unpaved Hike, Horse, Dog (On-Leash)",No Access / Summer Only,,,1760.07693724605
467,Park Trail,French,Plymouth,Mowed,12.0,"Unpaved Hike, Dog (On-Leash)",Cross-country Skate/Classic,,Meadow Trail,47.1057349176378
468,Park Trail,French,Plymouth,Mowed,12.0,"Unpaved Hike, Dog (On-Leash)",Cross-country Skate/Classic,,Meadow Trail,32.2244065794389
469,Park Trail,French,Plymouth,Mowed,12.0,"Unpaved Hike, Dog (On-Leash)",,,,71.806956535388
476,Park Trail,Elm Creek,Dayton,Boardwalk,3.0,Boardwalk,"Hike, Snowshoe",,,15.7611319157322
477,Park Trail,Bryant,Eden Prairie,Bituminous,10.0,"Paved Hike, Bike, Dog (On-Leash)","Paved Hike, Bike, Dog (On-Leash)",YES,,4.25564567377652
478,Park Trail,Murphy-Hanrehan,Credit River Twp.,Dirt/Minimum Maintenance,10.0,,,,,375.169621015396
481,Park Trail,Murphy-Hanrehan,Credit River Twp.,Mowed,14.0,"Unpaved Hike, Horse, Dog (On-Leash)","Hike, Snowshoe, Dog (On-Leash), Dog sled, Skijor, Horse",,,361.426024014908
483,Park Trail,Eagle,Plymouth,Woodchip,16.0,"Unpaved Hike, Dog (On-Leash)",Cross-country Classic,,,1250.82383773911
