ObjectID,TRPDClassification,Park,City,County,TrailSurface,Width_ft,DataGrade,DataSource,GlobalID,created_date,last_edited_date,MapWebWinter,MapWebSummer,Summer_Type,Winter_Type,Plowed,Name_OfficialSummer_Primary,Name_OfficialWinter_Primary,Shape_Length
29437,Park Trail,Hyland,Bloomington,Hennepin,Bituminous,10,Low Mapping,GPS Collection,{BC0FBDFE-1EE8-4653-B352-EF74F39D52F5},2015/05/14 19:13:36+00,2024/08/16 17:34:27+00,YES,YES,"Paved Hike, Bike, Dog (On-Leash)","Hike, Snowshoe, Dog (On-Leash)",,,,33.7684303667635
29438,Park Trail,Hyland,Bloomington,Hennepin,Bituminous,10,Low Mapping,GPS Collection,{A1F498F2-5FEA-44BF-B3EA-52E4859AFE4F},2015/05/14 19:13:36+00,2024/08/16 17:34:27+00,YES,YES,"Paved Hike, Bike, Dog (On-Leash)","Hike, Snowshoe, Dog (On-Leash)",,,,425.932511752749
29439,Park Trail,Not In Park,Bloomington,Hennepin,Bituminous,10,Low Mapping,GPS Collection,{3E83568C-312E-47F8-88E8-E50D391DBAB3},2015/05/14 19:13:36+00,2024/08/16 17:34:27+00,YES,YES,"Paved Hike, Bike, Dog (On-Leash)","Hike, Snowshoe, Dog (On-Leash)",,,,56.0156519644528
29440,Park Trail,Hyland,Bloomington,Hennepin,Bituminous,10,Low Mapping,,{58D88221-5E25-4715-AF11-B9083C6CD7C4},2015/05/14 19:13:36+00,2024/08/16 17:34:27+00,NO,YES,"Paved Hike, Bike, Dog (On-Leash)",,,,,32.7570562955983
29442,Park Trail,Hyland,Bloomington,Hennepin,Mowed,10,Low Mapping,GPS Collection,{50C0F7D2-75CB-4A28-842C-9CE62D73841E},2015/05/14 19:13:36+00,2024/08/16 17:34:27+00,YES,YES,"Unpaved Hike, Dog (On-Leash)","Hike, Snowshoe, Dog (On-Leash)",,,,410.480606552232
29443,Park Trail,Hyland,Bloomington,Hennepin,Bituminous,10,Low Mapping,GPS Collection,{8A8AB2B2-A9C6-4A2A-91FE-08770BCECCBD},2015/05/14 19:13:36+00,2024/08/16 17:34:27+00,YES,YES,"Paved Hike, Bike, Dog (On-Leash)","Hike, Snowshoe, Dog (On-Leash)",,,,40.8055943543868
29445,Park Trail,Hyland,Bloomington,Hennepin,Mowed,15,High Mapping,GPS Collection,{B917F317-7128-4281-B08A-E6EC205CA3B4},2015/05/14 19:13:36+00,2024/08/16 17:34:27+00,YES,YES,"Unpaved Hike, Dog (On-Leash)","Hike, Snowshoe, Dog (On-Leash)",,Prairie Trail,Prairie Trail,177.568828783003
29447,Park Trail,Hyland,Bloomington,Hennepin,Mowed,12,Low Mapping,GPS Collection,{43E4A65D-2342-43A7-929C-7B172972DF7E},2015/05/14 19:13:36+00,2024/08/16 17:34:27+00,YES,YES,"Unpaved Hike, Dog (On-Leash)","Hike, Snowshoe, Dog (On-Leash)",,Prairie Trail,Prairie Trail,55.7971493327681
29448,Park Trail,Hyland,Bloomington,Hennepin,Woodchip,8,Low Mapping,GPS Collection,{5B2FE8CF-1560-4A96-ABB1-BB0727731C7A},2015/05/14 19:13:36+00,2024/08/16 17:34:27+00,YES,YES,"Unpaved Hike, Dog (On-Leash)","Hike, Snowshoe, Dog (On-Leash)",,Aspen Trail,Aspen Trail,190.864464466126
29450,Park Trail,Hyland,Bloomington,Hennepin,Bituminous,10,Low Mapping,,{3126F36A-3669-4A41-8197-96E50DB15E07},2015/05/14 19:13:36+00,2024/08/16 17:34:27+00,YES,YES,"Paved Hike, Bike, Dog (On-Leash)","Paved Hike, Bike, Dog (On-Leash)",YES,,,362.592111549616
29451,Park Trail,Hyland,Bloomington,Hennepin,Bituminous,10,Low Mapping,,{E26570FC-F236-4DFB-8F60-193B43FF86F6},2015/05/14 19:13:36+00,2024/08/16 17:34:27+00,YES,YES,"Paved Hike, Bike, Dog (On-Leash)","Paved Hike, Bike, Dog (On-Leash)",YES,,,184.742920626744
29452,Park Trail,Hyland,Bloomington,Hennepin,Bituminous,10,Low Mapping,,{334C24B0-0075-43B9-9C6E-224347F3F81C},2015/05/14 19:13:36+00,2024/08/16 17:34:27+00,YES,YES,"Paved Hike, Bike, Dog (On-Leash)","Paved Hike, Bike, Dog (On-Leash)",YES,,,14.1346787306073
29453,Park Trail,Hyland,Bloomington,Hennepin,Bituminous,10,Low Mapping,,{F81F74E1-402F-49E0-B07A-C78FDF04D2C8},2015/05/14 19:13:36+00,2024/08/16 17:34:27+00,NO,YES,"Paved Hike, Bike, Dog (On-Leash)",,,,,66.0624028592117
29454,Park Trail,Hyland,Bloomington,Hennepin,Woodchip,8,Intermediate Mapping,GPS Collection,{94D847AE-CF27-442D-A2F4-39CC8610556E},2015/05/14 19:13:36+00,2024/08/16 17:34:27+00,YES,YES,"Unpaved Hike, Dog (On-Leash)","Hike, Snowshoe, Dog (On-Leash)",,Oak Trail,Oak Trail,123.314084290737
29455,Park Trail,Hyland,Bloomington,Hennepin,Mowed,15,Low Mapping,GPS Collection,{7E275220-2662-4E97-B46D-6145570B0970},2015/05/14 19:13:36+00,2024/08/16 17:34:27+00,YES,NO,"Unpaved Hike, Dog (On-Leash)",Cross-country Skate/Classic,,,,24.9991458999806
29456,Park Trail,Hyland,Bloomington,Hennepin,Woodchip,8,Intermediate Mapping,GPS Collection,{D5010189-681F-4BF2-A1DF-054475728605},2015/05/14 19:13:36+00,2024/08/16 17:34:27+00,YES,YES,"Unpaved Hike, Dog (On-Leash)","Hike, Snowshoe, Dog (On-Leash)",,Aspen Trail,Aspen Trail,214.025418426923
29457,Park Trail,Hyland,Bloomington,Hennepin,Woodchip,8,Low Mapping,GPS Collection,{B8A1CA6A-5D30-4B10-8E68-64DECC17DE8B},2015/05/14 19:13:36+00,2024/08/16 17:34:27+00,YES,YES,"Unpaved Hike, Dog (On-Leash)","Hike, Snowshoe, Dog (On-Leash)",,Oak Trail,Oak Trail,382.995415404776
29458,Park Trail,Hyland,Bloomington,Hennepin,Mowed,15,High Mapping,GPS Collection,{6621D242-BE81-4A24-9E52-EC826AE31AF3},2015/05/14 19:13:36+00,2024/08/16 17:34:27+00,YES,YES,"Unpaved Hike, Dog (On-Leash)","Hike, Snowshoe, Dog (On-Leash)",,Oak Trail,Oak Trail,29.8953721028179
29459,Park Trail,Hyland,Bloomington,Hennepin,Mowed,12,Low Mapping,GPS Collection,{C7159FBB-4AA4-48F2-86C5-470F071008B0},2015/05/14 19:13:36+00,2024/08/16 17:34:27+00,YES,YES,"Unpaved Hike, Dog (On-Leash)","Hike, Snowshoe, Dog (On-Leash)",,Oak Trail,Oak Trail,248.642295871499
29460,Park Trail,Hyland,Bloomington,Hennepin,Mowed,15,Low Mapping,GPS Collection,{AAC02C8D-2DB6-48E6-A401-13DEBC86F78F},2015/05/14 19:13:36+00,2024/08/16 17:34:27+00,YES,YES,"Unpaved Hike, Dog (On-Leash)",Cross-country Skate/Classic,,,,33.8730219294724
29461,Park Trail,Hyland,Bloomington,Hennepin,Dirt/Minimum Maintenance,12,Low Mapping,GPS Collection,{6B29A049-C9A5-4A0B-B099-E3FA7CB7E0DA},2015/05/14 19:13:36+00,2024/08/16 17:34:27+00,YES,YES,"Unpaved Hike, Dog (On-Leash)",Cross-country Skate/Classic,,,Oak Knob,438.079055419092
29462,Park Trail,Hyland,Bloomington,Hennepin,Woodchip,12,Low Mapping,GPS Collection,{8DA7EC64-5391-4D59-B727-DCF8F0579036},2015/05/14 19:13:36+00,2024/08/16 17:34:27+00,YES,YES,"Unpaved Hike, Dog (On-Leash)","Cross-country Skate/Classic, Lit",,Lake Trail,Lake Trail,988.524776900906
29463,Park Trail,Hyland,Bloomington,Hennepin,Mowed,12,Low Mapping,GPS Collection,{D57D851A-3D21-41A7-8216-8078C4E4430A},2015/05/14 19:13:36+00,2024/08/16 17:34:27+00,YES,YES,"Unpaved Hike, Dog (On-Leash)",Cross-country Skate/Classic,,,,22.963777034043
29464,Park Trail,Hyland,Bloomington,Hennepin,Mowed,15,Low Mapping,GPS Collection,{EB0CC36E-AC55-474C-9FCE-5120A5584D95},2015/05/14 19:13:36+00,2024/08/16 17:34:27+00,YES,YES,"Unpaved Hike, Dog (On-Leash)",Cross-country Skate/Classic,,,Hill Trail,640.798152946825
29465,Park Trail,Hyland,Bloomington,Hennepin,Woodchip,8,Low Mapping,GPS Collection,{83104041-2B66-4ACB-9CB7-FBED905C39B5},2015/05/14 19:13:36+00,2024/08/16 17:34:27+00,YES,YES,"Unpaved Hike, Dog (On-Leash)","Hike, Snowshoe, Dog (On-Leash)",,Oak Trail,Oak Trail,102.571745692828
29467,Park Trail,Hyland,Bloomington,Hennepin,Woodchip,8,Low Mapping,GPS Collection,{5E111672-4923-4DC1-AF89-F9AB71E55CAE},2015/05/14 19:13:36+00,2024/08/16 17:34:27+00,YES,YES,"Unpaved Hike, Dog (On-Leash)","Hike, Snowshoe, Dog (On-Leash)",,Oak Trail,Oak Trail,195.132560001468
29468,Park Trail,Hyland,Bloomington,Hennepin,Mowed,12,Intermediate Mapping,GPS Collection,{929B28DF-33E4-44AD-90D3-6B37877FF912},2015/05/14 19:13:36+00,2024/08/16 17:34:27+00,NO,YES,"Unpaved Hike, Dog (On-Leash)",,,,,158.059148283019
29469,Park Trail,Hyland,Bloomington,Hennepin,Mowed,12,Low Mapping,GPS Collection,{D7C94974-B8D6-4A85-B749-0794152E2EB0},2015/05/14 19:13:36+00,2024/08/16 17:34:27+00,YES,NO,"Unpaved Hike, Dog (On-Leash)",Cross-country Skate/Classic,,,,380.655118672055
29470,Park Trail,Hyland,Bloomington,Hennepin,Bituminous,10,Low Mapping,,{184B8333-EF80-4671-A9B6-D80D36080C43},2015/05/14 19:13:36+00,2024/08/16 17:34:27+00,NO,YES,"Paved Hike, Bike, Dog (On-Leash)",,,,,59.740775446422
29471,Park Trail,Hyland,Bloomington,Hennepin,Dock/Pier,12,Low Mapping,GPS Collection,{BC202BD2-2789-4DE6-8311-F5E24007FB49},2015/05/14 19:13:36+00,2024/08/16 17:34:53+00,YES,YES,Boardwalk,Boardwalk,,Pond Loop,Pond Loop,81.055619374004
29472,Park Trail,Hyland,Bloomington,Hennepin,Bituminous,10,Low Mapping,,{E3C1974F-02F9-42D1-8301-E99AF5F94C73},2015/05/14 19:13:36+00,2024/08/16 17:34:27+00,YES,YES,"Paved Hike, Bike, Dog (On-Leash)","Paved Hike, Bike, Dog (On-Leash)",YES,,,247.310852225046
29473,Park Trail,Hyland,Bloomington,Hennepin,Bituminous,0,Low Mapping,,{6F7BD781-BD37-410D-9D65-9DACDB8827E5},2015/05/14 19:13:36+00,2024/08/16 17:34:27+00,YES,YES,"Paved Hike, Bike, Dog (On-Leash)","Paved Hike, Bike, Dog (On-Leash)",YES,,,107.742610497238
29474,Park Trail,Hyland,Bloomington,Hennepin,Dock/Pier,12,Low Mapping,GPS Collection,{284EB24D-1CC3-47BB-A993-E63E23CF43F4},2015/05/14 19:13:36+00,2024/08/16 17:34:53+00,NO,YES,Boardwalk,,,,,7.25321127785313
29475,Park Trail,Hyland,Bloomington,Hennepin,Bituminous,10,Low Mapping,,{AF7036E7-A12D-4A36-B30B-BF0A0A16A319},2015/05/14 19:13:36+00,2024/08/16 17:34:27+00,NO,YES,"Paved Hike, Bike, Dog (On-Leash)",,,,,5.69664381754206
29476,Park Trail,Hyland,Bloomington,Hennepin,Bituminous,10,Low Mapping,,{1C604E92-01DC-4C21-920A-0D540B1E6F0B},2015/05/14 19:13:36+00,2024/08/16 17:34:27+00,NO,YES,"Paved Hike, Bike, Dog (On-Leash)",,,,,122.008249133058
29477,Park Trail,Hyland,Bloomington,Hennepin,Bituminous,10,Low Mapping,,{16FBB4B7-560D-4F75-84EA-8752EEF0C6B0},2015/05/14 19:13:36+00,2024/08/16 17:34:27+00,NO,YES,"Paved Hike, Bike, Dog (On-Leash)",,,,,311.699949539165
29478,Park Trail,Hyland,Bloomington,Hennepin,Bituminous,10,Low Mapping,GPS Collection,{15D9B0C3-1CF2-4486-B0BD-8B7E27032B22},2015/05/14 19:13:36+00,2024/08/16 17:34:27+00,YES,YES,"Paved Hike, Bike, Dog (On-Leash)","Hike, Snowshoe, Dog (On-Leash)",,,,114.289923864969
29479,Park Trail,Hyland,Bloomington,Hennepin,Bituminous,10,Low Mapping,GPS Collection,{DD1B4D08-9547-4127-976C-C94E0279B28C},2015/05/14 19:13:36+00,2024/08/16 17:34:27+00,YES,YES,"Paved Hike, Bike, Dog (On-Leash)","Hike, Snowshoe, Dog (On-Leash)",,,,46.4168978563673
29482,Park Trail,Hyland,Bloomington,Hennepin,Gravel,10,Estimate,,{C050B0EB-98A8-46C9-A41F-4FD0934C98FC},2015/05/14 19:13:36+00,2024/08/16 17:34:27+00,NO,YES,"Paved Hike, Bike, Dog (On-Leash)",,,,,92.9065694974502
29485,Park Trail,Hyland,Bloomington,Hennepin,Mowed,15,High Mapping,GPS Collection,{4BDCBBD8-8898-4001-B800-48D5E9A9E4D4},2015/05/14 19:13:36+00,2024/08/16 17:34:27+00,YES,YES,"Unpaved Hike, Dog (On-Leash)",Cross-country Skate/Classic,,,,180.834162967683
29486,Park Trail,Hyland,Bloomington,Hennepin,Woodchip,12,Intermediate Mapping,GPS Collection,{D207E5AE-42E3-4E09-98BB-42599F18E43D},2015/05/14 19:13:36+00,2024/08/16 17:34:27+00,YES,YES,"Unpaved Hike, Dog (On-Leash)","Hike, Snowshoe, Dog (On-Leash)",,,,52.382549084724
29487,Park Trail,Hyland,Bloomington,Hennepin,Bituminous,6,Low Mapping,,{D0E007D8-41E4-4ECB-B7C1-9B97D83BE28C},2015/05/14 19:13:36+00,2024/08/16 17:34:27+00,YES,YES,"Paved Hike, Bike, Dog (On-Leash)","Paved Hike, Bike, Dog (On-Leash)",YES,,,172.524543621831
29488,Park Trail,Hyland,Bloomington,Hennepin,Bituminous,6,Low Mapping,,{BEF45848-879E-4560-A236-035028F5837C},2015/05/14 19:13:36+00,2024/08/16 17:34:27+00,YES,YES,"Paved Hike, Bike, Dog (On-Leash)","Paved Hike, Bike, Dog (On-Leash)",YES,,,172.119090803263
29490,Park Trail,Hyland,Bloomington,Hennepin,Bituminous,10,Low Mapping,,{620A83AE-7CC4-43F6-A9F5-4DAE80246405},2015/05/14 19:13:36+00,2024/08/16 17:34:27+00,YES,YES,"Paved Hike, Bike, Dog (On-Leash)","Paved Hike, Bike, Dog (On-Leash)",YES,,,156.653409881033
29491,Park Trail,Hyland,Bloomington,Hennepin,Dock/Pier,12,Low Mapping,GPS Collection,{A897883E-2541-44C9-83C2-F68BA8BB7B7D},2015/05/14 19:13:36+00,2024/08/16 17:34:53+00,NO,YES,Boardwalk,,,,,12.7071322401707
29492,Park Trail,Hyland,Bloomington,Hennepin,Dock/Pier,12,Low Mapping,GPS Collection,{E726D4B5-8E57-4D7A-8890-7B255D58CC95},2015/05/14 19:13:36+00,2024/08/16 17:34:53+00,NO,YES,Boardwalk,,,,,6.041805169857
29493,Park Trail,Hyland,Bloomington,Hennepin,Dock/Pier,12,Low Mapping,GPS Collection,{897D257A-0671-4C63-A7D2-640ACA43A184},2015/05/14 19:13:36+00,2024/08/16 17:34:53+00,NO,YES,Boardwalk,,,,,9.58896179074765
29495,Park Trail,Hyland,Bloomington,Hennepin,Mowed,12,Low Mapping,GPS Collection,{00855F14-06AE-4602-862A-B1EC5E2AC0BD},2015/05/14 19:13:36+00,2024/08/16 17:34:27+00,YES,YES,"Unpaved Hike, Dog (On-Leash)",Cross-country Skate/Classic,,,,277.757898078999
29496,Park Trail,Hyland,Bloomington,Hennepin,Bituminous,10,Low Mapping,GPS Collection,{5798B004-2454-4D6B-9275-FF6342571C1E},2015/05/14 19:13:36+00,2024/08/16 17:34:27+00,YES,YES,"Paved Hike, Bike, Dog (On-Leash)","Hike, Snowshoe, Dog (On-Leash)",,,,418.934146302757
29497,Park Trail,Hyland,Bloomington,Hennepin,Mowed,12,Low Mapping,GPS Collection,{6F0B7999-B24A-42A1-AD31-9002AA615913},2015/05/14 19:13:36+00,2024/08/16 17:34:27+00,YES,YES,"Unpaved Hike, Dog (On-Leash)","Cross-country Skate/Classic, Lit",,,,60.9735224878666
29498,Park Trail,Hyland,Bloomington,Hennepin,Dock/Pier,12,Low Mapping,GPS Collection,{08F549B6-8C43-4861-B8CA-65F3EA1DB23D},2015/05/14 19:13:36+00,2024/08/16 17:34:53+00,NO,YES,Boardwalk,,,,,51.3712119802412
29499,Park Trail,Hyland,Bloomington,Hennepin,Woodchip,8,Low Mapping,GPS Collection,{2F209E79-7E6B-4FC1-8995-AE07C9B8DBD6},2015/05/14 19:13:36+00,2024/08/16 17:34:27+00,YES,YES,"Unpaved Hike, Dog (On-Leash)","Hike, Snowshoe, Dog (On-Leash)",,Pond Loop,Pond Loop,55.3649502158675
29500,Park Trail,Hyland,Bloomington,Hennepin,Woodchip,8,Low Mapping,GPS Collection,{E00319F3-ACC7-40BB-B020-973D190E9A54},2015/05/14 19:13:36+00,2024/08/16 17:34:27+00,YES,YES,"Unpaved Hike, Dog (On-Leash)","Hike, Snowshoe, Dog (On-Leash)",,Pond Loop,Pond Loop,157.868266670605
29501,Park Trail,Hyland,Bloomington,Hennepin,Bituminous,10,Low Mapping,,{7D89438A-C670-476E-98B4-B9253EF12CFA},2015/05/14 19:13:36+00,2024/08/16 17:34:27+00,YES,YES,"Paved Hike, Bike, Dog (On-Leash)","Paved Hike, Bike, Dog (On-Leash)",YES,,,286.048800243447
29502,Park Trail,Hyland,Bloomington,Hennepin,Mowed,15,High Mapping,GPS Collection,{1A3075CD-DEE9-4851-A3DB-EE7918ED1B28},2015/05/14 19:13:36+00,2024/08/16 17:34:27+00,YES,YES,"Unpaved Hike, Dog (On-Leash)",Cross-country Skate/Classic,,Muskrat Trail,Nature Center Spur Ski Trail,250.000101638598
29505,Park Trail,Hyland,Bloomington,Hennepin,Concrete,0,High Survey,Engineering Dept,{E5E23D5F-9861-4343-B40E-099B907DD50A},2015/05/14 19:13:36+00,2024/08/16 17:34:27+00,YES,YES,"Paved Hike, Bike, Dog (On-Leash)","Paved Hike, Bike, Dog (On-Leash)",YES,,,67.2211654405637
29507,Park Trail,Hyland,Bloomington,Hennepin,Concrete,0,Low Mapping,,{53B1468B-9B3C-41B2-836C-7A07F7EA7446},2015/05/14 19:13:36+00,2024/08/16 17:34:27+00,NO,YES,"Paved Hike, Bike, Dog (On-Leash)",,,,,45.1560105256642
29512,Park Trail,Hyland,Bloomington,Hennepin,Concrete,6,Estimate,,{16D6EC83-EE88-4719-BF25-1CE743BC7876},2015/05/14 19:13:36+00,2024/08/16 17:34:27+00,NO,YES,"Paved Hike, Bike, Dog (On-Leash)",,,,,17.8688906840015
29513,Park Trail,Hyland,Bloomington,Hennepin,Bituminous,8,Estimate,,{2DA831BF-A0A0-454C-AA0A-D346870F7E22},2015/05/14 19:13:36+00,2024/08/16 17:34:27+00,NO,YES,"Paved Hike, Bike, Dog (On-Leash)",,,,,45.500344934445
29514,Park Trail,Not In Park,Bloomington,Hennepin,Bridge,10,Low Mapping,GPS Collection,{64353EC6-1D90-4637-B303-AA76C57A460A},2015/05/14 19:13:36+00,2024/08/16 17:34:27+00,YES,YES,"Paved Hike, Bike, Dog (On-Leash)","Hike, Snowshoe, Dog (On-Leash)",,,,29.9831632790149
29515,Park Trail,Hyland,Bloomington,Hennepin,Mowed,12,Low Mapping,GPS Collection,{57483F31-D730-4B2B-BE76-ADB7DDE4BC71},2015/05/14 19:13:36+00,2024/08/16 17:34:27+00,YES,YES,"Unpaved Hike, Dog (On-Leash)",Cross-country Skate/Classic,,,,18.1603175058745
29516,Park Trail,Hyland,Bloomington,Hennepin,Mowed,12,Intermediate Mapping,GPS Collection,{B7B7BA52-CFDA-41EB-A304-829F7AF3D9F2},2015/05/14 19:13:36+00,2024/08/16 17:34:27+00,YES,YES,"Unpaved Hike, Dog (On-Leash)","Cross-country Skate/Classic, Lit, Snowmaking",,,Frog Town,465.428934800695
29517,Park Trail,Hyland,Bloomington,Hennepin,Bituminous,10,Estimate,Engineering Dept,{4C4AEC4D-2267-481C-BE36-9BF88FE6FBF9},2015/05/14 19:13:36+00,2024/08/16 17:34:27+00,YES,YES,"Paved Hike, Bike, Dog (On-Leash)","Cross-country Skate/Classic, Lit, Snowmaking",,,,54.8898743317265
29518,Park Trail,Hyland,Bloomington,Hennepin,Bituminous,10,Low Mapping,,{4DB4D31A-2D75-4442-85AA-F994CF489F62},2015/05/14 19:13:36+00,2024/08/16 17:34:27+00,YES,YES,"Paved Hike, Bike, Dog (On-Leash)","Hike, Snowshoe, Dog (On-Leash)",,,,185.497503562728
29519,Park Trail,Hyland,Bloomington,Hennepin,Bituminous,10,Low Mapping,,{BC3787D3-68FB-4A73-B1DD-50BA8A8CAFB4},2015/05/14 19:13:36+00,2024/08/16 17:34:27+00,YES,YES,"Paved Hike, Bike, Dog (On-Leash)","Paved Hike, Bike, Dog (On-Leash)",YES,,,650.494609225648
29520,Park Trail,Hyland,Bloomington,Hennepin,Bituminous,10,Low Mapping,,{7F0EE0DF-430A-4481-9BBE-E9C510A8EA5F},2015/05/14 19:13:36+00,2024/08/16 17:34:27+00,YES,YES,"Paved Hike, Bike, Dog (On-Leash)","Paved Hike, Bike, Dog (On-Leash)",YES,,,77.6807757402387
29521,Park Trail,Hyland,Bloomington,Hennepin,Bituminous,10,Low Mapping,,{230227F1-FF6B-4C5E-A95C-144DFA61A6B7},2015/05/14 19:13:36+00,2024/08/16 17:34:27+00,YES,YES,"Paved Hike, Bike, Dog (On-Leash)","Paved Hike, Bike, Dog (On-Leash)",YES,,,316.872221364315
29522,Park Trail,Hyland,Bloomington,Hennepin,Bituminous,10,Low Mapping,,{CD6C2AC9-D695-4631-BDFD-3B4DD16D0B9F},2015/05/14 19:13:36+00,2024/08/16 17:34:27+00,YES,YES,"Paved Hike, Bike, Dog (On-Leash)","Paved Hike, Bike, Dog (On-Leash)",YES,,,386.251849034865
29523,Park Trail,Hyland,Bloomington,Hennepin,Bituminous,10,Low Mapping,,{3B0CF334-323C-4314-944F-3717E421CA2B},2015/05/14 19:13:36+00,2024/08/16 17:34:27+00,YES,YES,"Paved Hike, Bike, Dog (On-Leash)","Paved Hike, Bike, Dog (On-Leash)",YES,,,462.789934250462
29524,Park Trail,Hyland,Bloomington,Hennepin,Bituminous,10,Low Mapping,,{B2254956-0641-4991-9E54-C1575E274FAD},2015/05/14 19:13:36+00,2024/08/16 17:34:27+00,YES,YES,"Paved Hike, Bike, Dog (On-Leash)","Paved Hike, Bike, Dog (On-Leash)",YES,,,631.900286484503
29525,Park Trail,Hyland,Bloomington,Hennepin,Bituminous,10,Low Mapping,,{06F3469B-ACB5-4F67-B9B0-DC49FE8679BC},2015/05/14 19:13:36+00,2024/08/16 17:34:27+00,YES,YES,"Paved Hike, Bike, Dog (On-Leash)","Paved Hike, Bike, Dog (On-Leash)",YES,,,684.634337503547
29526,Park Trail,Hyland,Bloomington,Hennepin,Mowed,8,Intermediate Mapping,GPS Collection,{A65FFD4E-8DB2-47F4-B6C1-5D646DA7A66C},2015/05/14 19:13:36+00,2024/08/16 17:34:27+00,NO,YES,"Unpaved Hike, Dog (On-Leash)",,,Muskrat Trail,,29.8803459813087
29527,Park Trail,Hyland,Bloomington,Hennepin,Bituminous,0,Low Mapping,,{7BFE00E3-CF2B-4721-B837-08BAE6E12D73},2015/05/14 19:13:36+00,2024/08/16 17:34:27+00,NO,YES,"Paved Hike, Bike, Dog (On-Leash)",,,,,59.010202265828
29528,Park Trail,Hyland,Bloomington,Hennepin,Bituminous,10,Low Mapping,,{EC849161-2F44-469E-B8C0-8D8C70B26D89},2015/05/14 19:13:36+00,2024/08/16 17:34:27+00,NO,YES,"Paved Hike, Bike, Dog (On-Leash)",,,,,303.043467684273
29530,Park Trail,Hyland,Bloomington,Hennepin,Bituminous,10,Low Mapping,,{4D234BDF-3516-4C22-8417-2AA21BF72134},2015/05/14 19:13:36+00,2024/08/16 17:34:27+00,YES,YES,"Paved Hike, Bike, Dog (On-Leash)","Hike, Snowshoe, Dog (On-Leash)",,,,32.3337856851304
29532,Park Trail,Hyland,Bloomington,Hennepin,Bituminous,0,Estimate,,{B3905BC5-237A-4A29-B7DC-87265C41CF6D},2015/05/14 19:13:36+00,2024/08/16 17:34:27+00,NO,YES,"Paved Hike, Bike, Dog (On-Leash)",,,,,18.6857334161863
29533,Park Trail,Hyland,Bloomington,Hennepin,Bituminous,10,Low Mapping,,{B6994D70-5A1A-4F1F-9F4B-61B5B341F064},2015/05/14 19:13:36+00,2024/08/16 17:34:27+00,YES,YES,"Paved Hike, Bike, Dog (On-Leash)","Paved Hike, Bike, Dog (On-Leash)",YES,,,92.9386352575338
29534,Park Trail,Hyland,Bloomington,Hennepin,Bituminous,10,Low Mapping,,{C90A2EFF-C3C9-47C9-9415-2DB9D66EBFB8},2015/05/14 19:13:36+00,2024/08/16 17:34:27+00,YES,YES,"Paved Hike, Bike, Dog (On-Leash)","Paved Hike, Bike, Dog (On-Leash)",YES,,,89.7008468091439
29535,Park Trail,Hyland,Bloomington,Hennepin,Bituminous,10,Low Mapping,,{75114A62-337A-40F8-80B9-BC62B8A52AD7},2015/05/14 19:13:36+00,2024/08/16 17:34:27+00,YES,YES,"Paved Hike, Bike, Dog (On-Leash)","Paved Hike, Bike, Dog (On-Leash)",YES,,,77.4330461485226
29536,Park Trail,Hyland,Bloomington,Hennepin,Bituminous,10,Low Mapping,,{569B2C80-79EA-4618-8B1D-7A9886FAC881},2015/05/14 19:13:36+00,2024/08/16 17:34:27+00,YES,YES,"Paved Hike, Bike, Dog (On-Leash)","Hike, Snowshoe, Dog (On-Leash)",,,,291.257146646951
29537,Park Trail,Hyland,Bloomington,Hennepin,Bituminous,10,Low Mapping,,{A1424B73-6EE6-4360-B205-2EDC16567E82},2015/05/14 19:13:36+00,2024/08/16 17:34:27+00,YES,YES,"Paved Hike, Bike, Dog (On-Leash)","Hike, Snowshoe, Dog (On-Leash)",,,,49.3681962014556
29539,Park Trail,Hyland,Bloomington,Hennepin,Bituminous,10,Low Mapping,,{1BAFB50B-C215-4984-B300-44A703BEC048},2015/05/14 19:13:36+00,2024/08/16 17:34:27+00,YES,YES,"Paved Hike, Bike, Dog (On-Leash)","Paved Hike, Bike, Dog (On-Leash)",YES,,,13.1837671805552
29540,Park Trail,Hyland,Bloomington,Hennepin,Bituminous,10,Estimate,Engineering Dept,{9B85E4C1-3EA0-4BF4-9B47-84BAB9168356},2015/05/14 19:13:36+00,2024/08/16 17:34:27+00,YES,YES,"Paved Hike, Bike, Dog (On-Leash)","Paved Hike, Bike, Dog (On-Leash)",YES,,,188.073069135421
29541,Park Trail,Hyland,Bloomington,Hennepin,Bituminous,10,Low Mapping,,{608A4BE4-0E16-453D-9422-C43A3159DF72},2015/05/14 19:13:36+00,2024/08/16 17:34:27+00,YES,YES,"Paved Hike, Bike, Dog (On-Leash)","Paved Hike, Bike, Dog (On-Leash)",YES,,,80.5005468124037
29542,Park Trail,Hyland,Bloomington,Hennepin,Bituminous,10,Low Mapping,,{B832C948-D818-4F38-A629-5989306184D5},2015/05/14 19:13:36+00,2024/08/16 17:34:27+00,YES,YES,"Paved Hike, Bike, Dog (On-Leash)","Paved Hike, Bike, Dog (On-Leash)",YES,,,31.9391123419365
29543,Park Trail,Hyland,Bloomington,Hennepin,Bituminous,10,Low Mapping,,{1F3C4C1D-3E00-4BC4-B68B-556324542BE4},2015/05/14 19:13:36+00,2024/08/16 17:34:27+00,NO,YES,"Paved Hike, Bike, Dog (On-Leash)",,,,,20.5301388268797
