ObjectID,TRPDClassification,Park,City,County,TrailSurface,Width_ft,DataGrade,DataSource,GlobalID,created_date,last_edited_date,MapWebWinter,MapWebSummer,Summer_Type,Winter_Type,Plowed,Name_OfficialSummer_Primary,Name_OfficialWinter_Primary,Shape_Length
7,Park Trail,Murphy-Hanrehan,Savage,Scott,Mowed,14,Intermediate Mapping,GPS Collection,{5DEDA6FD-1346-4793-801A-19A68B6E55E1},,2024/08/16 17:34:27+00,NO,YES,"Unpaved Hike, Dog (On-Leash)",,,,,83.8494791918864
8,Park Trail,Murphy-Hanrehan,Savage,Scott,Mowed,14,Intermediate Mapping,GPS Collection,{99295DD1-A5CC-406D-B862-41FF3034F8CD},,2024/08/16 17:34:27+00,YES,YES,"Unpaved Hike, Dog (On-Leash)",Cross-country Skate/Classic,,,,249.935571147141
15,Park Trail,Elm Creek,Dayton,Hennepin,Snow Only,12,Low Mapping,GPS Collection,{E46DA32E-D46D-48F0-A6A0-1C853376EF33},,2024/08/16 17:34:42+00,YES,NO,,Snowmobile,,,,173.622913550287
16,Park Trail,Carver,Laketown Twp.,Carver,Mowed,12,Low Mapping,GPS Collection,{B978AC25-5E47-4816-954E-EF6FD57DCFBD},,2024/08/16 17:34:27+00,YES,YES,"Unpaved Hike, Horse, Dog (On-Leash)",Cross-country Skate/Classic,,,King Trail,133.968553038548
18,Park Trail,French,Plymouth,Hennepin,Mowed,12,Low Mapping,GPS Collection,{EB03FFAD-AB16-40FE-9AA3-A8CCECE05CAC},,2024/08/16 17:34:42+00,YES,NO,,Cross-country Skate/Classic,,,,16.9098157267434
19,Park Trail,French,Plymouth,Hennepin,Mowed,12,Low Mapping,GPS Collection,{48E2596B-F08A-46FD-9433-FF51EA5A82D2},,2024/08/16 17:34:42+00,YES,NO,,"Cross-country Skate/Classic, Lit",,Lakeview Trail,Lakeview Trail,78.2123242442358
23,Park Trail,French,Plymouth,Hennepin,Bridge,10,Low Mapping,GPS Collection,{435DA660-568B-4D39-AEEE-239D7E47F04C},,2024/08/16 17:34:53+00,NO,YES,Boardwalk,,,,,15.323740428425
24,Park Trail,Carver,Laketown Twp.,Carver,Bituminous,10,Low Mapping,GPS Collection,{FDE3DC2F-36C8-467D-8488-CF6FE5D634F1},,2024/08/16 17:34:27+00,NO,YES,"Paved Hike, Bike, Dog (On-Leash)",,,,,490.203150528568
25,Park Trail,Baker,Medina,Hennepin,Gravel,10,Low Mapping,GPS Collection,{AF78DF52-7545-42D7-AEDA-2579C1B46B7C},,2024/08/16 17:34:27+00,NO,YES,"Unpaved Hike, Dog (Off-Leash)",,,,,101.171043798403
26,Park Trail,Baker,Medina,Hennepin,Gravel,10,Low Mapping,GPS Collection,{86A802EA-957A-41F9-8B3D-A6282098258D},,2024/08/16 17:34:27+00,NO,YES,"Unpaved Hike, Dog (Off-Leash)",,,,,48.6360189259334
33,Park Trail,Crow-Hassan,Rogers,Hennepin,Mowed,12,Low Mapping,GPS Collection,{42986495-11B9-49C3-B348-8781952B0397},,2024/08/16 17:34:27+00,YES,YES,"Unpaved Hike, Horse, Dog (On-Leash)","Hike, Snowshoe, Dog (On-Leash), Horse",,,,456.649275336721
44,Park Trail,Carver,Laketown Twp.,Carver,Mowed,12,Low Mapping,GPS Collection,{A9A5401D-589C-4EBA-93C8-122AFDDDAA9A},,2024/08/16 17:34:42+00,YES,NO,,Cross-country Skate/Classic,,,King Trail,394.730944543879
45,Park Trail,Carver,Laketown Twp.,Carver,Mowed,12,Low Mapping,GPS Collection,{577D3243-8B27-40C1-9D41-2ACCE302C77E},,2024/08/16 17:34:42+00,YES,NO,,Cross-country Skate/Classic,,,,151.845220989566
46,Park Trail,Carver,Laketown Twp.,Carver,Mowed,16,Low Mapping,GPS Collection,{3367C1AD-5C24-4FD3-B608-43FDBEEB1931},,2024/08/16 17:34:42+00,YES,NO,,"Hike, Snowshoe, Dog (On-Leash), Cross-country Skate/Classic",,,Nature Center Trail,436.779142353203
53,Park Trail,Silverwood,St. Anthony,Ramsey,Concrete,6,Low Mapping,GPS Collection,{2A58380E-8AFF-415C-90EB-C8C4F83E3C2C},,2024/08/16 17:34:27+00,YES,YES,"Paved Hike, Bike, Dog (On-Leash)","Paved Hike, Bike, Dog (On-Leash)",YES,,,11.0578708897518
54,Park Trail,Silverwood,St. Anthony,Ramsey,Bituminous,6,Low Mapping,GPS Collection,{1C3728E0-DB63-48BB-B542-BF67413AC3FA},,2024/08/16 17:34:27+00,YES,YES,"Paved Hike, Bike, Dog (On-Leash)","Paved Hike, Bike, Dog (On-Leash)",YES,,,35.9154567775266
56,Park Trail,French,Plymouth,Hennepin,Bridge,10,Low Mapping,GPS Collection,{570DDF48-FA19-42AE-8D62-8A13225DEEDE},,2024/08/16 17:34:53+00,NO,YES,Boardwalk,,,,,24.0900524487007
57,Park Trail,French,Plymouth,Hennepin,Bridge,6,Low Mapping,GPS Collection,{46BAE1D1-F046-4BBF-9C8E-85D8199AD406},,2024/08/16 17:34:53+00,NO,YES,Boardwalk,,,,,19.2166465913566
60,Park Trail,Fish,Maple Grove,Hennepin,Bituminous,10,Low Mapping,GPS Collection,{DB195E56-63D0-498A-A5BF-76D1CCFE2C8B},,2024/08/16 17:34:27+00,NO,YES,"Paved Hike, Bike, Dog (On-Leash)",,,,,185.864489997354
61,Park Trail,Carver,Victoria,Carver,Bituminous,10,Low Mapping,GPS Collection,{0564ADBE-DF6A-4C41-8866-8F14FB55FA6D},,2024/08/16 17:34:27+00,YES,YES,"Paved Hike, Bike, Dog (On-Leash)","Paved Hike, Bike, Dog (On-Leash)",YES,,,6.55454682388992
62,Park Trail,Carver,Victoria,Carver,Bituminous,10,Low Mapping,GPS Collection,{D68A0D3D-F675-4522-930E-E28139C5EB39},,2024/08/16 17:34:27+00,YES,YES,"Paved Hike, Bike, Dog (On-Leash)","Paved Hike, Bike, Dog (On-Leash)",YES,,,194.152195434113
63,Park Trail,Carver,Laketown Twp.,Carver,Bituminous,10,Low Mapping,GPS Collection,{3889EF08-BB9B-462D-B426-AF2052D0287F},,2024/08/16 17:34:27+00,NO,YES,"Paved Hike, Bike, Dog (On-Leash)",,,,,181.679629745859
64,Park Trail,Cleary,Credit River Twp.,Scott,Bridge,0,Low Mapping,GPS Collection,{5B2EE44C-CDD5-4B35-B870-30ADB9A7FD5D},,2024/08/16 17:34:27+00,YES,YES,"Paved Hike, Bike, Dog (On-Leash)","Cross-country Skate/Classic, Lit",,,,12.4515294486918
69,Park Trail,Elm Creek,Maple Grove,Hennepin,Bituminous,10,Low Mapping,GPS Collection,{868AF323-E148-4205-9D83-E11E255BD7C7},,2024/08/16 17:34:27+00,NO,YES,"Paved Hike, Bike, Dog (On-Leash)",,,,,7.12474559425579
72,Park Trail,Lake Rebecca,Independence,Hennepin,Bituminous,10,Low Mapping,GPS Collection,{83342979-C5A1-4898-B2EF-107C3909E02E},,2024/08/16 17:34:27+00,YES,YES,"Paved Hike, Bike, Dog (On-Leash)","Hike, Snowshoe, Dog (On-Leash), Cross-country Skate/Classic",,,,970.66961244597
75,Park Trail,Murphy-Hanrehan,Savage,Scott,Mowed,12,Intermediate Mapping,GPS Collection,{5C27B105-ABCF-4E8A-B2A3-009F0B8642A9},,2024/08/16 17:34:42+00,YES,YES,No Access / Winter Only,Cross-country Skate/Classic,,,,375.083565115991
76,Park Trail,Murphy-Hanrehan,Savage,Scott,Mowed,12,Intermediate Mapping,GPS Collection,{032D43A3-C6C0-4C98-BAFD-698E29F5366F},,2024/08/16 17:34:42+00,YES,YES,No Access / Winter Only,Cross-country Skate/Classic,,,,609.829349635813
96,Park Trail,Crow-Hassan,Rogers,Hennepin,Mowed,12,Low Mapping,GPS Collection,{29F06DB8-CDD7-4F12-9208-3A07C421C733},,2024/08/16 17:34:27+00,YES,YES,"Unpaved Hike, Horse, Dog (On-Leash)","Hike, Snowshoe, Dog (On-Leash), Horse",,,,693.750824642065
103,Regional Trail,Not In Park,Credit River Twp.,Scott,Bituminous,10,Estimate,County,{4A34CA28-CE14-4AD9-892B-A5F9E0AA1D67},,2024/08/16 17:34:27+00,YES,YES,"Paved Hike, Bike, Dog (On-Leash)","Paved Hike, Bike, Dog (On-Leash)",YES,Big Woods Regional Trail,Big Woods Regional Trail,69.9212405240072
104,Park Trail,Eagle,Plymouth,Hennepin,Bituminous,10,Low Mapping,GPS Collection,{DA381A57-543F-42F6-99D8-9E74F7038B01},,2024/08/16 17:34:27+00,YES,YES,"Paved Hike, Bike, Dog (On-Leash)","Paved Hike, Bike, Dog (On-Leash)",YES,,,209.104657767879
111,Park Trail,Crow-Hassan,Hanover,Hennepin,Mowed,12,Low Mapping,GPS Collection,{44DBED53-40EC-49DF-A8BA-363655BB3388},,2024/08/16 17:34:27+00,YES,YES,"Unpaved Hike, Horse, Dog (On-Leash)",Snowmobile,,,,435.795643148491
112,Park Trail,Crow-Hassan,Hanover,Hennepin,Mowed,12,Low Mapping,GPS Collection,{16BC74E4-76A1-49B1-B524-5CCD5966DF35},,2024/08/16 17:34:27+00,YES,YES,"Unpaved Hike, Horse, Dog (On-Leash)",Snowmobile,,,,1258.35924747399
124,Park Trail,Elm Creek,Maple Grove,Hennepin,Gravel,12,Low Mapping,GPS Collection,{227011FE-CE75-4923-9D20-3CB5F846856B},,2024/08/16 17:34:27+00,NO,YES,"Unpaved Hike, Horse, Dog (On-Leash)",,,,,147.670305300692
139,Park Trail,Silverwood,St. Anthony,Ramsey,Gravel,8,Low Mapping,GPS Collection,{A8F9F4F1-9AEE-46A5-8842-5E20BF452A60},,2024/08/16 17:34:27+00,YES,YES,"Paved Hike, Bike, Dog (On-Leash)","Paved Hike, Bike, Dog (On-Leash)",YES,,,86.7802137681255
140,Park Trail,Silverwood,St. Anthony,Ramsey,Gravel,5,High Mapping,Engineering Dept,{A8474130-C886-437A-A632-9E454A8E9984},,2024/08/16 17:34:27+00,YES,YES,"Unpaved Hike, Dog (On-Leash)","Hike, Snowshoe, Dog (On-Leash)",,,,110.189496805895
141,Park Trail,Silverwood,St. Anthony,Ramsey,Crosswalk,0,Low Mapping,GPS Collection,{CA523375-3C8A-42D0-BA06-968EBA07C149},,2024/08/16 17:34:27+00,YES,YES,"Paved Hike, Bike, Dog (On-Leash)","Paved Hike, Bike, Dog (On-Leash)",YES,,,7.97464864541762
143,Park Trail,Silverwood,St. Anthony,Ramsey,Crosswalk,0,Low Mapping,GPS Collection,{4F8094D8-B427-4BC7-94A4-53F1C10863BD},,2024/08/16 17:34:27+00,YES,YES,"Paved Hike, Bike, Dog (On-Leash)","Paved Hike, Bike, Dog (On-Leash)",YES,,,5.70761920623293
151,Park Trail,Carver,Laketown Twp.,Carver,Mowed,16,Low Mapping,GPS Collection,{EDB21240-6E49-4CBF-B3EF-B3B404B2BBAE},,2024/08/16 17:34:42+00,YES,NO,,Cross-country Skate/Classic,,,Nature Center Trail,134.319265079563
152,Park Trail,Carver,Laketown Twp.,Carver,Crosswalk,0,Low Mapping,GPS Collection,{447B38C9-5234-4704-8A4B-11376AAC8A11},,2024/08/16 17:34:53+00,YES,NO,,Cross-country Skate/Classic,,,Nature Center Trail,8.62417761285094
153,Park Trail,Carver,Laketown Twp.,Carver,Mowed,12,Low Mapping,GPS Collection,{0F163CCD-C510-41EC-812D-E6821886F10C},,2024/08/16 17:34:42+00,YES,NO,,Snowmobile,,,,1295.85113899493
154,Park Trail,Carver,Laketown Twp.,Carver,Mowed,12,Low Mapping,GPS Collection,{620563BF-5AB8-48C2-8179-CB88D59B5E38},,2024/08/16 17:34:27+00,YES,NO,Unpaved Hike,Cross-country Skate/Classic,,,Grimm Farm Trail,66.2985064320325
155,Park Trail,Eagle,Plymouth,Hennepin,Snow Only,16,Low Mapping,GPS Collection,{5569D20F-3DE9-41E9-B23B-2432AC5860FF},,2024/08/16 17:34:27+00,YES,YES,"Unpaved Hike, Dog (On-Leash)",Cross-country Classic,,,,296.634873950843
162,Park Trail,Eagle,Maple Grove,Hennepin,Bituminous,10,Low Mapping,GPS Collection,{74B90755-A975-45B0-8781-B8DB1BE21212},,2024/08/16 17:34:27+00,YES,YES,"Paved Hike, Bike, Dog (On-Leash)","Paved Hike, Bike, Dog (On-Leash)",YES,,,416.212621013259
163,Park Trail,Eagle,Maple Grove,Hennepin,Bridge,10,Low Mapping,GPS Collection,{4A762EA2-6BE2-4639-8F32-9481743D023C},,2024/08/16 17:34:27+00,YES,YES,"Paved Hike, Bike, Dog (On-Leash)","Paved Hike, Bike, Dog (On-Leash)",YES,,,86.2128503302114
164,Park Trail,Fish,Maple Grove,Hennepin,Bituminous,10,Low Mapping,GPS Collection,{878ADD90-2448-4B14-9841-61C399BC5625},,2024/08/16 17:34:27+00,YES,YES,"Paved Hike, Bike, Dog (On-Leash)","Paved Hike, Bike, Dog (On-Leash)",YES,,,46.6872523341342
165,Park Trail,Fish,Maple Grove,Hennepin,Bituminous,10,Low Mapping,GPS Collection,{4F5B7B62-A924-40FE-944D-1945FB3904DC},,2024/08/16 17:34:27+00,YES,YES,"Paved Hike, Bike, Dog (On-Leash)","Paved Hike, Bike, Dog (On-Leash)",YES,,,26.7899493284135
167,Regional Trail,Cleary,Credit River Twp.,Scott,Bridge,10,Low Mapping,GPS Collection,{75167E0B-622B-4401-9A9B-CC4767661AD4},,2024/08/16 17:34:53+00,YES,YES,Boardwalk,Boardwalk,YES,Big Woods Regional Trail,Big Woods Regional Trail,13.7703761459322
168,Park Trail,Crow-Hassan,Rogers,Hennepin,Bituminous,10,Low Mapping,GPS Collection,{94567FA6-919D-4AF9-9F3C-E8D6FB0CAAE0},,2024/08/16 17:34:27+00,NO,YES,"Paved Hike, Bike, Dog (On-Leash)",,,,,166.356837068167
169,Park Trail,Lake Rebecca,Greenfield,Hennepin,Bituminous,10,Low Mapping,GPS Collection,{12BCCFAC-9D92-4B81-A70C-60CC11E9A646},,2024/08/16 17:34:27+00,YES,YES,"Paved Hike, Bike, Dog (On-Leash)","Hike, Snowshoe, Dog (On-Leash), Cross-country Skate/Classic",,,,174.627323855486
170,Park Trail,Lake Rebecca,Greenfield,Hennepin,Bituminous,10,Low Mapping,GPS Collection,{23BA8672-8BE5-4D8C-9DB6-956FB7A21AF6},,2024/08/16 17:34:27+00,YES,YES,"Paved Hike, Bike, Dog (On-Leash)","Hike, Snowshoe, Dog (On-Leash), Dog sled, Skijor, Cross-country Skate/Classic",,,,1076.68454592464
171,Park Trail,Baker,Medina,Hennepin,Bituminous,10,Low Mapping,GPS Collection,{51E33C94-7077-4F3E-AD17-200D09271687},,2024/08/16 17:34:27+00,NO,YES,"Paved Hike, Bike, Dog (On-Leash)",,,,,738.270939294486
172,Park Trail,Baker,Medina,Hennepin,Bituminous,10,Low Mapping,GPS Collection,{2D64B7F9-F012-473C-9F62-571677F26269},,2024/08/16 17:34:27+00,YES,YES,"Paved Hike, Bike, Dog (On-Leash)","Hike, Snowshoe, Dog (On-Leash), Dog sled, Skijor, Mtn Bike",,,,1025.0854525166
202,Park Trail,Cleary,Spring Lake Twp.,Scott,Mowed,12,Low Mapping,GPS Collection,{4344A804-1FD3-468A-B2ED-83C6BCFA29C6},,2024/08/16 17:34:27+00,YES,YES,"Unpaved Hike, Dog (On-Leash)",Cross-country Skate/Classic,,Upper Ironwood Trail,Upper Ironwood Trail,291.486958689735
203,Park Trail,Cleary,Spring Lake Twp.,Scott,Mowed,12,Low Mapping,GPS Collection,{A8C032C5-BCB2-412F-9E1B-2F0FB7AC2BA8},,2024/08/16 17:34:27+00,YES,YES,"Unpaved Hike, Dog (On-Leash)",Cross-country Skate/Classic,,Upper Ironwood Trail,Upper Ironwood Trail,686.977030658639
206,Park Trail,Eagle,Plymouth,Hennepin,Snow Only,16,Low Mapping,GPS Collection,{29024FFD-EBF3-40C1-AAF7-210B911EC7B9},,2024/08/16 17:34:42+00,YES,NO,,Cross-country Classic,,,,173.87171545646
209,Park Trail,Baker,Medina,Hennepin,Bituminous,10,Low Mapping,GPS Collection,{920775FF-BFCF-43FF-B8E5-14B7037B0EDA},,2024/08/16 17:34:27+00,YES,YES,"Paved Hike, Bike, Dog (On-Leash)","Hike, Snowshoe, Dog (On-Leash), Dog sled, Skijor, Mtn Bike",,,,1383.03203035949
210,Park Trail,Cleary,Spring Lake Twp.,Scott,Bituminous,0,Low Mapping,GPS Collection,{061ABF7B-722A-4672-A86D-BDB714197AB8},,2024/08/16 17:34:27+00,YES,YES,"Paved Hike, Bike, Dog (On-Leash)","Paved Hike, Bike, Dog (On-Leash)",YES,,,389.023549112376
211,Park Trail,Cleary,Credit River Twp.,Scott,Bituminous,10,Low Mapping,GPS Collection,{E1BF492B-8519-47EE-842F-33CF6C410012},,2024/08/16 17:34:27+00,YES,YES,"Paved Hike, Bike, Dog (On-Leash)","Paved Hike, Bike, Dog (On-Leash)",YES,,,542.121939300119
212,Park Trail,Elm Creek,Dayton,Hennepin,Bituminous,8,Low Mapping,GPS Collection,{0BCBD62A-3AA4-491B-B108-3C1E4770BD4E},,2024/08/16 17:34:27+00,NO,YES,"Paved Hike, Bike, Dog (On-Leash)",,,,,47.7436771813181
213,Park Trail,Elm Creek,Maple Grove,Hennepin,Bridge,20,Low Mapping,GPS Collection,{7BBCAB42-8269-49FB-AA1C-CA930CE9B79D},,2024/08/16 17:34:27+00,YES,YES,"Paved Hike, Bike, Dog (On-Leash)","Hike, Snowshoe, Dog (On-Leash), Dog sled, Skijor, Mtn Bike",,,,11.0316430874419
214,Park Trail,Elm Creek,Maple Grove,Hennepin,Bituminous,10,Low Mapping,GPS Collection,{9D812C63-50FA-4409-8676-8227F3B24F23},,2024/08/16 17:34:27+00,NO,YES,"Paved Hike, Bike, Dog (On-Leash)",,,,,576.028094978963
215,Park Trail,Elm Creek,Maple Grove,Hennepin,Bituminous,10,Low Mapping,GPS Collection,{3440F43A-ED6E-4FD8-9D17-C17ADC80DA8B},,2024/08/16 17:34:27+00,NO,YES,"Paved Hike, Bike, Dog (On-Leash)",,,,,28.1032484919262
217,Park Trail,Lake Minnetonka,Minnetrista,Hennepin,Bituminous,0,Low Mapping,GPS Collection,{4F8C486C-816C-4D07-942C-49DF153D3919},,2024/08/16 17:34:27+00,NO,YES,"Paved Hike, Bike, Dog (On-Leash)",,,,,123.343093319833
218,Park Trail,Baker,Medina,Hennepin,Bituminous,10,Low Mapping,GPS Collection,{EEEEA8E3-D2C3-4FC5-A950-E673E519F506},,2024/08/16 17:34:27+00,YES,YES,"Paved Hike, Bike, Dog (On-Leash)","Hike, Snowshoe, Dog (On-Leash), Dog sled, Skijor, Mtn Bike",,,,773.019805576195
219,Park Trail,Fish,Maple Grove,Hennepin,Boardwalk,10,Low Mapping,GPS Collection,{1D8384C1-23D7-498B-BB08-128992CA4A24},,2024/08/16 17:34:27+00,YES,YES,"Paved Hike, Bike, Dog (On-Leash)","Paved Hike, Bike, Dog (On-Leash)",YES,,,22.9411429541995
220,Park Trail,Fish,Maple Grove,Hennepin,Bituminous,10,Low Mapping,GPS Collection,{F889F52A-C699-46D3-8C40-7F959AF0543A},,2024/08/16 17:34:27+00,YES,YES,"Paved Hike, Bike, Dog (On-Leash)","Paved Hike, Bike, Dog (On-Leash)",YES,,,343.253047494856
222,Regional Trail,Carver,Laketown Twp.,Carver,Bituminous,10,Low Mapping,GPS Collection,{B504FEC2-EE4C-426A-A374-5235BDF4F457},,2024/08/16 17:34:27+00,YES,YES,"Paved Hike, Bike, Dog (On-Leash)","Paved Hike, Bike, Dog (On-Leash)",YES,Baker/Carver Regional Trail,Baker/Carver Regional Trail,171.813799446096
223,Park Trail,Carver,Victoria,Carver,Bituminous,10,Low Mapping,GPS Collection,{1F8AB037-6141-4C3A-88ED-918D5F7AEC66},,2024/08/16 17:34:27+00,YES,YES,"Paved Hike, Bike, Dog (On-Leash)","Paved Hike, Bike, Dog (On-Leash)",YES,,,145.444058168179
225,Park Trail,Elm Creek,Maple Grove,Hennepin,Bituminous,10,Low Mapping,GPS Collection,{72EF8083-4FDB-4BE5-8EA9-98D8F2AB7C44},,2024/08/16 17:34:27+00,NO,YES,"Paved Hike, Bike, Dog (On-Leash)",,,,,112.012011760723
249,Park Trail,Elm Creek,Maple Grove,Hennepin,Crosswalk,0,Low Mapping,GPS Collection,{0D9BF08B-609D-4BCA-AE64-9BE38F8C5D6B},,2024/08/16 17:34:27+00,NO,YES,"Paved Hike, Bike, Dog (On-Leash)",,,,,8.89933251451821
259,Park Trail,Elm Creek,Maple Grove,Hennepin,Gravel,14,Low Mapping,GPS Collection,{A5E00B81-5876-4B44-9418-76F9CDCF3235},,2024/08/16 17:34:27+00,NO,YES,"Unpaved Hike, Horse, Dog (On-Leash)",,,,,530.294001600466
262,Park Trail,Elm Creek,Maple Grove,Hennepin,Gravel,14,Low Mapping,GPS Collection,{8B60C2E3-2FED-4C62-BDF5-BF5CC5EA3A78},,2024/08/16 17:34:27+00,NO,YES,"Unpaved Hike, Horse, Dog (On-Leash)",,,,,271.653814488699
268,Park Trail,Gale Woods,Minnetrista,Hennepin,Mowed,16,Low Mapping,GPS Collection,{F9C0F681-DA25-4F04-A0D0-AB1E42872076},,2024/08/16 17:34:27+00,NO,YES,Unpaved Hike,,,,,501.658698908185
269,Park Trail,Eagle,Plymouth,Hennepin,Snow Only,16,Low Mapping,GPS Collection,{32ACEC81-974B-489A-B5B8-87724CAC5EE7},,2024/08/16 17:34:42+00,YES,NO,,Cross-country Classic,,,,362.883595301551
270,Park Trail,Eagle,Plymouth,Hennepin,Snow Only,16,Low Mapping,GPS Collection,{17434C88-C4F7-4909-AA89-9863ED878AF6},,2024/08/16 17:34:27+00,YES,YES,"Unpaved Hike, Dog (On-Leash)",Cross-country Classic,,,,289.400366855472
271,Park Trail,Cleary,Credit River Twp.,Scott,Crosswalk,0,Low Mapping,GPS Collection,{9CB2016E-E131-49E7-B82A-EBCF5BECE9A9},,2024/08/16 17:34:27+00,YES,YES,"Paved Hike, Bike, Dog (On-Leash)","Cross-country Skate/Classic, Lit",,,Lakeside Trail,6.72124554288585
272,Park Trail,Cleary,Spring Lake Twp.,Scott,Mowed,12,Low Mapping,GPS Collection,{DD35D741-10FB-4579-9A80-E3E8DDA4B63E},,2024/08/16 17:34:42+00,YES,YES,No Access / Winter Only,Cross-country Skate/Classic,,,Lower Ironwood Trail,726.370621157342
273,Park Trail,Glen Lake,Minnetonka,Hennepin,Snow Only,12,Low Mapping,Aerial Based HUD,{AF10A702-D402-43B0-B762-C8156190DCDA},,2024/08/16 17:34:42+00,YES,NO,,Cross-country Skate/Classic,,,,94.9430733002093
274,Park Trail,Glen Lake,Minnetonka,Hennepin,Snow Only,12,Low Mapping,Aerial Based HUD,{6421F5E3-FA6D-44C2-ACA3-06CB901E1B4F},,2024/08/16 17:34:42+00,YES,NO,,Cross-country Skate/Classic,,,,484.409060718156
278,Park Trail,Glen Lake,Minnetonka,Hennepin,Snow Only,12,Low Mapping,Aerial Based HUD,{1F3FBBDD-8555-40D4-9920-C54C293501FA},,2024/08/16 17:34:42+00,YES,NO,,Cross-country Skate/Classic,,,,727.297230581576
279,Park Trail,Elm Creek,Maple Grove,Hennepin,Bituminous,10,Low Mapping,GPS Collection,{EB6F1494-F09E-4A18-84B4-AF93A62B76AD},,2024/08/16 17:34:27+00,NO,YES,"Paved Hike, Bike, Dog (On-Leash)",,,,,436.261259276213
280,Park Trail,Lake Minnetonka,Minnetrista,Hennepin,Underpass,0,Low Mapping,GPS Collection,{BA863930-2768-4D21-8394-AD526124DE39},,2024/08/16 17:34:27+00,NO,YES,"Paved Hike, Bike, Dog (On-Leash)",,,,,20.9436370392362
281,Park Trail,Eagle,Plymouth,Hennepin,Bituminous,10,Low Mapping,GPS Collection,{DD3FD890-8FE5-403F-B427-67638A2B1E2D},,2024/08/16 17:34:27+00,YES,YES,"Paved Hike, Bike, Dog (On-Leash)","Paved Hike, Bike, Dog (On-Leash)",YES,,,21.915649163202
285,Park Trail,Carver,Laketown Twp.,Carver,Mowed,12,Low Mapping,GPS Collection,{E10E6DC8-5002-4F33-AF26-25CB7446DEDE},,2024/08/16 17:34:27+00,YES,YES,"Unpaved Hike, Horse, Dog (On-Leash)",Cross-country Skate/Classic,,,Sugar Bush Trail,127.960547018688
295,Park Trail,Gale Woods,Minnetrista,Hennepin,Gravel,12,Low Mapping,GPS Collection,{0E57DE9D-A9C3-49AF-B4CD-D04C0AD6050F},,2024/08/16 17:34:27+00,YES,YES,Aggregate Hike,"Hike, Snowshoe, Cross-country Skate/Classic",,,,731.959968744476
296,Park Trail,Gale Woods,Minnetrista,Hennepin,Gravel,12,Low Mapping,GPS Collection,{B087AB52-61AE-45E1-B8B1-3A2783FB8D25},,2024/08/16 17:34:27+00,YES,YES,Aggregate Hike,"Hike, Snowshoe, Cross-country Skate/Classic",,,,64.135237572745
300,Park Trail,Glen Lake,Minnetonka,Hennepin,Snow Only,12,Low Mapping,Aerial Based HUD,{F0DC730A-8C2B-40A7-A45A-CAED517BB7EC},,2024/08/16 17:34:42+00,YES,NO,,Cross-country Skate/Classic,,,,18.0889493300643
301,Park Trail,Glen Lake,Minnetonka,Hennepin,Snow Only,12,Low Mapping,Aerial Based HUD,{9DBF2F26-55E1-427F-9DD1-E3E30E238306},,2024/08/16 17:34:42+00,YES,NO,,Cross-country Skate/Classic,,,,1122.20304506315
302,Park Trail,Eagle,Plymouth,Hennepin,Snow Only,16,Low Mapping,GPS Collection,{811874E8-A2FC-460D-9D16-52806389221A},,2024/08/16 17:34:42+00,YES,NO,,Cross-country Skate/Classic,,,,87.2763153141474
305,Park Trail,Cleary,Credit River Twp.,Scott,Mowed,12,Low Mapping,GPS Collection,{12D620E9-10E9-42A2-AE78-72D6450229D7},,2024/08/16 17:34:27+00,YES,YES,"Unpaved Hike, Dog (On-Leash)","Cross-country Skate/Classic, Lit",,Lakeside Trail,Lakeside Trail,509.023387931875
306,Park Trail,Lake Minnetonka,Minnetrista,Hennepin,Bituminous,10,Low Mapping,GPS Collection,{333A1406-391D-4AFD-B160-CAEDA826C10E},,2024/08/16 17:34:27+00,NO,YES,"Paved Hike, Bike, Dog (On-Leash)",,,,,22.1151200026333
307,Park Trail,Carver,Laketown Twp.,Carver,Bituminous,10,Low Mapping,GPS Collection,{83F02379-AE95-4C95-B9FC-1D51EBBF8DFA},,2024/08/16 17:34:27+00,NO,YES,"Paved Hike, Bike, Dog (On-Leash)",,,,,872.209848478487
308,Park Trail,Carver,Victoria,Carver,Bituminous,10,High Mapping,GPS Collection,{C6048D66-B162-40AC-A98F-C5B08D96C5B4},,2024/08/16 17:34:27+00,YES,YES,"Paved Hike, Bike, Dog (On-Leash)","Paved Hike, Bike, Dog (On-Leash)",YES,,,37.2087051976028
309,Park Trail,Carver,Laketown Twp.,Carver,Bituminous,10,Low Mapping,GPS Collection,{62B3499C-5D41-4710-9992-4DB25AFEC0DC},,2024/08/16 17:34:27+00,YES,YES,"Paved Hike, Bike, Dog (On-Leash)","Paved Hike, Bike, Dog (On-Leash)",YES,,,87.3140823400186
310,Park Trail,Carver,Laketown Twp.,Carver,Bituminous,10,High Mapping,GPS Collection,{82170171-5270-4B1A-AB17-2B2225D0A974},,2024/08/16 17:34:27+00,YES,YES,"Paved Hike, Bike, Dog (On-Leash)","Paved Hike, Bike, Dog (On-Leash)",YES,,,386.920389948955
311,Regional Trail,Carver,Laketown Twp.,Carver,Tunnel,12,High Mapping,GPS Collection,{07258808-AA47-4ACB-A778-3542A62DCCB1},,2024/08/16 17:34:27+00,YES,YES,"Paved Hike, Bike, Dog (On-Leash)","Paved Hike, Bike, Dog (On-Leash)",YES,Baker/Carver Regional Trail,Baker/Carver Regional Trail,13.2385845924489
